"name","group","id","Razão de dependência","Taxa de frequência bruta ao médio","Taxa de frequência bruta à pré-escola","Taxa de frequência bruta ao superior","Taxa de frequência líquida ao médio","Taxa de frequência líquida à pré-escola","Taxa de frequência líquida ao superior","% de 0 a 3 anos na escola","% de 4 a 5 anos na escola","% de 25 anos ou mais com superior completo","Renda per capita","Renda per capita , exceto renda nula","População total em domicílios particulares permanentes, exceto com renda nula","IDHM"
"URUPÁ","Rondônia",110170,48.11,71.78,42.34,10.7,40.69,34.11,3.33,13.47,47.47,3.52,380.5,404.9,12120,0.609
"VALE DO ANARI","Rondônia",110175,53.27,59.09,16.56,14.4,36.34,16.56,4.61,0,18.97,4.39,394.02,414.2,8906,0.584
"VALE DO PARAÍSO","Rondônia",110180,47.61,53.77,27.45,15.79,36.53,23.9,6.57,11.13,37.84,3.46,432.03,461.28,7675,0.627
"ACRELÂNDIA","Acre",120001,62.68,42.67,41.73,16.91,27.93,34.34,4.89,16.13,48.19,4.22,303.76,318.72,11932,0.604
"ASSIS BRASIL","Acre",120005,66.61,55.27,48.36,22.3,25.3,39.54,6.17,12.86,63.21,4.75,291.33,342.1,5124,0.588
"BRASILÉIA","Acre",120010,58.65,39.79,51.49,21.15,26.4,45.35,7.8,8.95,58.3,5.71,376.07,394.12,20288,0.614
"BUJARI","Acre",120013,64.07,73.95,45.23,15.71,41.63,36.69,5.79,21.94,61.68,4.34,340.95,362.46,7938,0.589
"CAPIXABA","Acre",120017,68.72,33.44,50.75,5.92,16.99,44.56,0.69,5.04,53.45,3.44,336.17,349.88,8453,0.575
"CRUZEIRO DO SUL","Acre",120020,67.66,60.21,54.89,22.88,38.64,46.31,10.86,16.45,74.69,7.62,450.06,477.32,73535,0.664
"EPITACIOLÂNDIA","Acre",120025,58.9,53.4,61.21,32.85,38.29,53.07,12.26,8.48,72.23,7.27,467.83,485.03,14545,0.653
"FEIJÓ","Acre",120030,82.09,52.72,33.19,12.15,30.94,26.33,3.75,8.34,54.79,4.44,259.43,319.85,26182,0.539
"JORDÃO","Acre",120032,105.47,21.55,17.38,12.74,6.18,15.36,0.37,14.23,35.33,2.57,178.03,211.16,5524,0.469
"MÂNCIO LIMA","Acre",120033,75.06,65.18,58.03,22.94,33.37,50.34,7.51,21.18,76.22,4.44,295.5,314.86,14220,0.625
"MANOEL URBANO","Acre",120034,78.87,32,38.56,8.27,16.23,34.1,0.65,11.83,54.19,4.35,307.7,329.48,7427,0.551
"MARECHAL THAUMATURGO","Acre",120035,97.78,57.59,39.16,12.1,22.59,27.41,1.7,19.85,58.33,2.46,157.27,185.62,11972,0.501
"PLÁCIDO DE CASTRO","Acre",120038,66.37,64.16,64.74,14.02,37.93,53.19,3.48,11.29,71.34,4.69,321.16,339.49,16210,0.622
"PORTO WALTER","Acre",120039,106.25,56.67,46.09,14.18,21.12,34.62,1.88,12.64,60.08,1.59,204.19,233.82,7913,0.532
"RIO BRANCO","Acre",120040,50.39,70.68,57.85,36.59,45.78,51.05,15.18,9.77,72.38,12.93,744.67,754.63,328655,0.727
"RODRIGUES ALVES","Acre",120042,85.52,50.89,60.91,17.33,28.86,50.77,3.89,20.32,79.28,4.01,200.58,219.03,13151,0.567
"SANTA ROSA DO PURUS","Acre",120043,92.26,63.45,38.79,17.04,25.75,33.44,0.66,28.18,60.48,2.33,201.58,267.8,3517,0.517
"SENADOR GUIOMARD","Acre",120045,61.95,66.5,57.63,26.81,38.29,45.16,11.36,8.19,61.25,5.4,455.06,465.12,19573,0.64
"SENA MADUREIRA","Acre",120050,64.85,57.2,33.65,14.59,34.79,27.88,5.4,5.52,46.44,4.01,320.8,356.61,34029,0.603
"TARAUACÁ","Acre",120060,85.98,65.87,26.57,11.76,34.17,23.98,2.58,4.69,39.36,3.42,251.53,281.9,31613,0.539
"XAPURI","Acre",120070,64.36,47.42,46.4,13.86,30.62,42.65,4.89,11.85,53.7,5.32,382.24,405.37,15130,0.599
"PORTO ACRE","Acre",120080,67.08,42.99,31.22,16.9,25.95,26.49,5.72,6.41,38.85,2.73,319.71,343.25,13843,0.576
"ALVARÃES","Amazonas",130002,91.67,42.21,30.31,9.2,16.44,19.81,4.67,9.96,52.68,3.36,178.67,198.97,12619,0.527
"AMATURÁ","Amazonas",130006,74.76,61.93,29.48,13.32,26.67,21.13,7,22.53,75.92,3.71,178.69,197.96,8479,0.56
"ANAMÃ","Amazonas",130008,74.76,65.7,47.05,8.6,29.53,39.58,1.8,13.47,71.07,4.73,226.82,240.03,9602,0.594
"ANORI","Amazonas",130010,74.03,70.89,45.12,4.69,28.17,40.79,3.2,3.59,62.79,3.86,229.94,242.11,15481,0.561
"APUÍ","Amazonas",130014,51.3,51.12,46.59,11.52,32.22,39.9,6.66,14.96,81.41,4.06,380.62,404.76,16869,0.637
"ATALAIA DO NORTE","Amazonas",130020,72.92,29.46,20.85,6.38,6.03,15.46,3.03,5.39,48.34,2.74,159.21,216.4,11093,0.45
"AUTAZES","Amazonas",130030,80.29,35.3,39.19,6.05,15.77,33.01,1.55,14.15,75.14,3.9,228.43,248.96,29272,0.577
"BARCELOS","Amazonas",130040,61.28,35.07,34.97,2.27,12.88,25.33,0.72,11.21,51.48,3.41,237.29,349.65,14296,0.5
"BARREIRINHA","Amazonas",130050,94.49,73.97,55.96,4.47,38.02,33.84,1.91,14.8,79.13,3.31,148.28,156.03,25846,0.574
"BENJAMIN CONSTANT","Amazonas",130060,81.57,66.3,31.01,17.74,23.95,25.14,6.97,3.92,66.08,3.76,211.1,231.35,30167,0.574
"BERURI","Amazonas",130063,94.16,35.21,25.35,5.57,15.49,18.73,0.64,6.97,46.02,2.32,193.4,219.49,13633,0.506
"BOA VISTA DO RAMOS","Amazonas",130068,83.5,63.65,32.33,6.13,28.53,27.29,2.66,6.79,78.08,3.24,175.55,189.33,13803,0.565
"BOCA DO ACRE","Amazonas",130070,69.58,55.98,34.04,3.69,26,30.94,1.46,2.59,47.91,6.27,288.42,311.75,28167,0.588
"BORBA","Amazonas",130080,79.27,46.34,24.85,5.91,20.96,20.72,1.66,9.24,69.4,3.08,219.83,245.8,31210,0.56
"CAAPIRANGA","Amazonas",130083,73.19,56.26,43.99,6.24,25.28,29.34,1.36,18.07,75.69,4.19,235.49,271.43,9472,0.569
"CANUTAMA","Amazonas",130090,59.59,66.11,35.4,3.46,25.79,33.4,1.61,9.62,60.33,2.77,206.44,226.58,11606,0.53
"CARAUARI","Amazonas",130100,81.66,50.07,38.68,4.56,27.23,35.7,3.27,2.37,54.2,5.04,222.32,226.26,25249,0.549
"CAREIRO","Amazonas",130110,68.04,49.3,19.84,5.67,17.42,17.01,0.52,9.19,51.74,2.55,197.06,254.76,25243,0.557
"CAREIRO DA VÁRZEA","Amazonas",130115,62.49,51.87,33.05,7.08,25.72,28.7,4.07,9.31,69.3,3.17,207.18,238.34,20789,0.568
"COARI","Amazonas",130120,68.5,59.76,32.71,11.16,23.83,27.4,4.89,8.28,48.5,5.17,347.2,386.83,67650,0.586
"CODAJÁS","Amazonas",130130,70.28,56.9,23.75,6.78,26.87,21.37,3.3,5.47,44.4,3.62,239.64,251.42,22034,0.563
"EIRUNEPÉ","Amazonas",130140,79.67,49.58,44.59,3.68,26.18,37.45,1.8,8.12,65.94,5.51,241.86,261.49,28222,0.563
"ENVIRA","Amazonas",130150,82.08,44.79,34.04,3.19,22.03,26.55,2.15,12.01,58.91,4.92,204.98,229.26,14590,0.509
"FONTE BOA","Amazonas",130160,80.4,56.74,33.35,5.5,20.32,27.06,2.69,17.25,67.73,3.1,200.4,230.53,19823,0.53
"GUAJARÁ","Amazonas",130165,82.74,45.64,40.37,12.4,21.86,34.72,6.03,11.26,70.94,3.9,191.04,249.37,10610,0.532
"HUMAITÁ","Amazonas",130170,66.1,52.58,35.25,16.13,23.04,30.63,6.23,5.43,51.33,6.53,382.13,417.23,40274,0.605
"IPIXUNA","Amazonas",130180,91.7,42.95,12.19,3.33,16.99,7.04,2.09,5.39,25.94,2.29,154.54,172.47,19874,0.481
"IRANDUBA","Amazonas",130185,70.25,45.1,37.51,13.65,22.13,31.51,5.09,8.83,71.3,3.88,349.23,370.46,38313,0.613
"ITACOATIARA","Amazonas",130190,68.47,67.74,32.2,16.99,33.19,25.48,6.75,11.25,64.61,5.88,373.71,390.36,82711,0.644
"ITAMARATI","Amazonas",130195,81.16,46.21,29.47,3.52,18.67,25.39,1.97,22.35,47.75,3.75,214.95,245.03,7001,0.477
"ITAPIRANGA","Amazonas",130200,71.05,92.97,45.11,14.73,45.6,44.23,6.79,9.41,72.61,5.21,321.94,360.06,7213,0.654
"JAPURÁ","Amazonas",130210,77.78,64.68,39.24,8.64,19.36,19.71,2.86,38.16,78.88,3.79,248.6,254.02,7117,0.522
"JURUÁ","Amazonas",130220,83.71,34.23,56.04,10.07,10.75,40.75,5.02,21.24,76.05,2.54,227.39,238.25,10309,0.522
"JUTAÍ","Amazonas",130230,95.88,36.68,46.84,2.59,13.57,37.54,0.75,10.44,69.7,3.83,214.36,240.62,15956,0.516
"LÁBREA","Amazonas",130240,73.3,30.48,13.96,6.36,14.55,11.88,1.55,4.63,50.27,3.68,227.62,247.68,34359,0.531
"MANACAPURU","Amazonas",130250,71.65,66.34,24.16,11.48,30.43,17.53,4.9,6.14,37.93,3.59,342.58,353.42,82267,0.614
"MANAQUIRI","Amazonas",130255,73.52,67.04,46.75,6.22,32.6,39.17,1.81,11.24,82.34,2.3,254.15,263.83,21873,0.596
"MANAUS","Amazonas",130260,47.41,75.17,55.55,39.71,37.95,43.28,15.59,13.11,73.97,10.97,790.27,792.86,1787596,0.737
"MANICORÉ","Amazonas",130270,71.63,63.97,36.64,5.38,32.67,26.61,2.47,14.95,71.5,4.35,295.23,314.95,43679,0.582
"MARAÃ","Amazonas",130280,83.01,37.27,46.08,8.3,10.38,37.55,2.58,25.33,72.98,1.96,144.99,181.3,13958,0.498
"MAUÉS","Amazonas",130290,82.46,66.79,40.25,9.94,25.03,28.95,4.2,8.59,71.41,5.56,244.3,259.61,48995,0.588
"NHAMUNDÁ","Amazonas",130300,74.35,60.87,35.53,6.29,30.48,29.42,3.35,9.49,56.89,3.88,195.12,221.89,16033,0.586
"NOVA OLINDA DO NORTE","Amazonas",130310,72.89,43.81,45,4.98,17.16,34.98,0.55,14.26,68.29,4.05,232.07,255.28,27144,0.558
"NOVO AIRÃO","Amazonas",130320,68.78,53.52,30.46,13.68,27.82,23.02,5.59,10.21,60.81,5.95,246.44,284.93,12631,0.57
"NOVO ARIPUANÃ","Amazonas",130330,70.09,49.3,35.65,5.78,21.43,30.04,2.21,8.9,66.41,3.49,219.69,242.33,19364,0.554
"PARINTINS","Amazonas",130340,73.62,81.88,60.34,21.11,45.59,44.05,9.96,15.65,73.18,7.24,313.07,336.25,94239,0.658
"PAUINI","Amazonas",130350,81.32,32.01,37.65,2.81,11.17,32.13,0.84,8.48,50.01,3.75,218.21,237.72,16597,0.496
"PRESIDENTE FIGUEIREDO","Amazonas",130353,60.76,48.81,57.6,17.9,23.34,47.36,7.1,19.18,75.56,4.86,396.51,415.64,25693,0.647
"RIO PRETO DA EVA","Amazonas",130356,58.28,55.62,38.02,9.25,25.63,32.29,3.31,11.52,60.66,2.58,315.24,348.56,22991,0.611
"SANTA ISABEL DO RIO NEGRO","Amazonas",130360,92.7,42.37,23.8,4.45,17.99,19.65,1.03,3.76,42.66,3.61,141.04,218.08,11561,0.479
"SANTO ANTÔNIO DO IÇÁ","Amazonas",130370,84.71,35.46,42.3,4.03,14.02,32.64,2.69,12,57.07,2.45,122.21,149.87,19866,0.49
"SÃO GABRIEL DA CACHOEIRA","Amazonas",130380,74.34,46.45,44.93,7.55,14.84,34.17,1.97,15.59,75.03,4.38,355.51,476.72,28086,0.609
"SÃO PAULO DE OLIVENÇA","Amazonas",130390,81.71,50.61,42.55,5.54,16.97,37.12,2.42,7.05,66.75,2.12,150.28,179.06,26280,0.521
"SÃO SEBASTIÃO DO UATUMÃ","Amazonas",130395,76.5,69.56,31.57,10.94,29.78,25.22,5.71,5.16,59.9,2.39,262.79,271.79,10327,0.577
"SILVES","Amazonas",130400,78.77,81.3,38.27,5.97,39.13,31.88,1.24,9.62,76.72,6.61,238.53,243.75,8187,0.632
"TABATINGA","Amazonas",130406,72.87,69.29,42.37,18.74,24.53,33.88,8.1,9.07,63.82,5.96,338.4,356.02,49273,0.616
"TAPAUÁ","Amazonas",130410,75.8,39.97,21.76,5.24,20.44,17.13,2.19,12.06,57.87,3.59,193.97,214.24,17212,0.502
"TEFÉ","Amazonas",130420,75.27,61.52,45.7,16.56,27.59,40.3,6.81,8.2,62.99,7.99,421.41,432.38,59646,0.639
"TONANTINS","Amazonas",130423,82.87,67.9,67.89,3.94,19.76,45.54,2.12,19.7,72.33,4.56,189.15,213.97,15075,0.548
"UARINI","Amazonas",130426,84.85,28.87,56.52,8.19,11.28,41.52,3.8,21.81,74.84,2.79,223.11,251.19,10386,0.527
"URUCARÁ","Amazonas",130430,80.49,62.17,51.08,2.7,34.28,45.97,1.75,8.61,74.18,3.58,246.99,251.39,16664,0.62
"URUCURITUBA","Amazonas",130440,75.35,54.36,29.08,3.29,27.31,22.87,0.47,10.54,59.14,2.86,227.55,240.56,16645,0.588
"AMAJARI","Roraima",140002,88.88,26.13,27.85,4.45,17.69,24.29,0.49,9.09,35.64,1.3,121.32,213.56,5236,0.484
"ALTO ALEGRE","Roraima",140005,87.23,42.45,39.16,23.71,24.19,32.94,8.63,7.23,48.34,3.54,201.32,324.32,10150,0.542
"BOA VISTA","Roraima",140010,49.68,70.4,55.22,45.32,47.24,45.03,17.39,16.44,76.09,12.99,786.55,788.91,280694,0.752
"BONFIM","Roraima",140015,86.2,60.84,35.39,12.31,33.62,31.95,2.06,13.09,65.22,4.95,329.22,369.55,9623,0.626
"CANTÁ","Roraima",140017,73.28,59.12,44.83,18.92,37.97,38.46,4.17,18.34,77.85,4.63,297.59,343.37,11939,0.619
"CARACARAÍ","Roraima",140020,67.47,61.47,35.64,22.26,37.15,28.93,6.08,16.95,68.96,4.61,336.05,349.41,17505,0.624
"CAROEBE","Roraima",140023,62.18,64.37,56.14,30.99,27.44,52.09,9.23,5.13,79.18,5.13,334.97,344.68,7752,0.639
"IRACEMA","Roraima",140028,62.85,60.1,36.68,18.12,31.83,34.08,6.34,20.2,65.51,3.37,261.18,325.9,6917,0.582
"MUCAJAÍ","Roraima",140030,61.54,62.16,60.31,32.95,38.86,50.99,9.15,13.88,72.34,5.29,487.66,536.19,13318,0.665
"NORMANDIA","Roraima",140040,104.9,26.54,41.8,13.35,10.17,28.33,2.2,27.77,67.39,3.91,203.43,238.52,7582,0.594
"PACARAIMA","Roraima",140045,83.87,59.24,50.35,18.76,34.46,44.97,4.43,25.46,79.66,4.56,388.35,459.48,8785,0.65
"RORAINÓPOLIS","Roraima",140047,58.77,48.81,49.44,17.14,27.67,47.13,4.59,11.89,71.64,5.59,284.22,303.91,22346,0.619
"SÃO JOÃO DA BALIZA","Roraima",140050,59.78,55.94,50.6,30.25,37.42,43.61,10.03,14.34,85.95,6.63,365.67,369.3,6570,0.655
"SÃO LUIZ","Roraima",140060,47.86,30.28,55.9,28.97,14.16,45.62,10.79,18.35,82.38,6.17,344.73,358.9,6397,0.649
"UIRAMUTÃ","Roraima",140070,118.04,63.14,40.35,5.32,21.31,33.21,0.87,7.9,41.57,1.36,123.16,162.52,6345,0.453
"ABAETETUBA","Pará",150010,55.37,70.98,81.18,12.88,33.11,67.04,5.73,9.29,83.51,4.53,293.01,297.38,137997,0.628
"ABEL FIGUEIREDO","Pará",150013,57.78,53.67,73.01,9.71,30.31,58.85,4.17,16.47,89.4,3.43,390.12,394.52,6678,0.622
"ACARÁ","Pará",150020,69.23,46,55.02,5.09,15.76,36.03,1.28,21.1,80.99,1.88,199.34,219.01,48516,0.506
"AFUÁ","Pará",150030,82.38,41.19,34.94,14.74,13.84,29.27,4.18,10.74,52.22,2.3,163.98,206.27,27779,0.489
"ÁGUA AZUL DO NORTE","Pará",150034,43.59,68.15,29.28,2.31,26.07,24.1,0.81,22.35,60.79,0.7,266.02,300.56,21820,0.564
"ALENQUER","Pará",150040,76.46,55.31,65.62,10.69,24.27,54.25,2.45,13.67,82.03,3.01,215.33,228.29,49416,0.564
"ALMEIRIM","Pará",150050,64.02,60.93,54.15,10.13,27.74,47.25,2.56,8.77,70.17,7.56,484.16,510.2,31671,0.642
"ALTAMIRA","Pará",150060,53.81,74.47,64.86,17.99,38.05,52.29,6.54,17.36,70.95,5.9,492.05,518.12,93243,0.665
"ANAJÁS","Pará",150070,88.3,39.2,27.29,6.29,12,23.2,2.13,5.72,54.09,1.6,186.88,202.8,22722,0.484
"ANANINDEUA","Pará",150080,43.01,84.53,75.28,25.69,40.79,55.92,11.04,18.34,82.67,7.27,564.76,566.65,468874,0.718
"ANAPU","Pará",150085,64.07,33.69,31.74,12.81,12.18,29.06,4.41,3.68,40.55,2.53,266.28,300.43,18065,0.548
"AUGUSTO CORRÊA","Pará",150090,74.78,53.57,43.7,2.57,25.31,38.38,0.64,7.28,57.09,1.61,159.05,170.72,37678,0.52
"AURORA DO PARÁ","Pará",150095,64.17,47.14,51.71,4.98,13.35,42.54,1.68,7.38,59.96,2.4,184.39,206.54,23652,0.519
"AVEIRO","Pará",150100,81.66,64.83,24.6,3.73,24.57,10.94,0,11.15,65.42,2.24,148.71,169.03,13843,0.541
"BAGRE","Pará",150110,85.18,42.94,22.59,8.33,16.41,20.41,1,9.84,48.17,1.21,159.41,164.11,21240,0.471
"BAIÃO","Pará",150120,65.28,63.6,73.96,12.21,27.1,61.38,2.92,17.34,83.16,3.25,226.99,236.69,35233,0.578
"BANNACH","Pará",150125,54.62,36.56,42.59,15.89,16,36.69,2.2,5.46,61.35,1.77,416.31,446.23,3153,0.594
"BARCARENA","Pará",150130,55,86.96,56.96,10.82,34.57,43.34,4.25,13.18,76.2,4.96,437.43,445.34,97780,0.662
"BELÉM","Pará",150140,42.06,91.47,81.66,37.17,41.53,59.37,16.45,22.24,83.73,14.33,853.82,856.28,1381212,0.746
"BELTERRA","Pará",150145,70.3,54.48,44.04,14.4,29.9,35.94,4.09,15.37,66.94,3.04,241.57,263.65,14782,0.588
"BENEVIDES","Pará",150150,51.61,75.06,63.38,14.85,38.58,54.05,6.77,10.91,78.53,4.51,385.83,389.07,50859,0.665
"BOM JESUS DO TOCANTINS","Pará",150157,56.41,60.04,42.77,10.41,25.48,33.87,3.59,17.63,79.37,3.61,337.28,346.34,14752,0.589
"BONITO","Pará",150160,58.58,57.37,46.59,7.86,18.44,33.75,2.29,21.18,79.06,1.38,218.05,226.04,13131,0.546
"BRAGANÇA","Pará",150170,60.62,59.88,44.01,10.65,28.15,39.67,5.33,4.98,63.47,4.47,311.97,320.94,109559,0.6
"BRASIL NOVO","Pará",150172,55.42,69.47,27.15,10.1,33.53,26.31,3.26,19.5,68.16,2.46,408.55,459.94,13865,0.613
"BREJO GRANDE DO ARAGUAIA","Pará",150175,60.06,57.03,77.26,11.31,30.78,59.88,3.22,20.99,84.22,3.27,310.08,327.43,6907,0.591
"BREU BRANCO","Pará",150178,66.22,45.48,67,5.81,20.67,59.45,2.77,6.23,83.13,2.11,252.31,259.93,50769,0.568
"BREVES","Pará",150180,81.75,45.9,38.95,10.96,15.84,28.53,4.16,7.25,46.97,2.97,209.14,220.25,87238,0.503
"BUJARU","Pará",150190,71.53,63.15,56.96,4.9,25,46.19,1.85,15.27,64.65,1.37,174.18,193.26,23077,0.552
"CACHOEIRA DO PIRIÁ","Pará",150195,74.59,27.64,50.22,2.25,12.93,37.17,0.14,15.73,65.34,0.66,130.4,156.75,21907,0.473
"CACHOEIRA DO ARARI","Pará",150200,63.44,65.32,48.11,6.58,22.88,37.39,0.94,30.86,85.52,1.76,209.79,231.12,18477,0.546
"CAMETÁ","Pará",150210,69.15,70.68,66.21,11.23,28.1,50.63,4.07,16.32,79.67,3.15,226.99,238.49,114871,0.577
"CANAÃ DOS CARAJÁS","Pará",150215,53.8,73.75,41.47,13.77,35.16,35.76,3.93,7.61,78.75,4.64,517.33,529.48,25917,0.673
"CAPANEMA","Pará",150220,52.88,82.82,79.97,10.03,36.81,62.43,4.34,22.48,89.54,3.68,356.27,361.8,62422,0.655
"CAPITÃO POÇO","Pará",150230,61.74,49.62,52.26,8.38,20.6,44.52,2.75,9.02,76.56,2.7,283.1,290.28,50327,0.548
"CASTANHAL","Pará",150240,49.38,77.06,48.9,16.43,35.31,41.69,8.52,8.75,69.72,5.72,467.32,472.02,170550,0.673
"CHAVES","Pará",150250,78.63,29.78,37.77,1.27,5.27,27,0.23,10.32,55.04,1.43,198.83,249.55,16706,0.453
"COLARES","Pará",150260,65.66,78.37,117.51,5.61,40.88,74.98,0,26.06,95.79,2.95,231.98,241.55,10878,0.602
"CONCEIÇÃO DO ARAGUAIA","Pará",150270,57.88,78.05,45.09,23.52,37.49,36.16,9.61,6.66,57.15,5.81,405.29,419.25,43835,0.64
"CONCÓRDIA DO PARÁ","Pará",150275,65.93,54.87,73.2,9.77,17.74,59.25,4,19.51,95.33,2.17,260.68,264.63,27485,0.566
"CUMARU DO NORTE","Pará",150276,50.48,30.84,27.58,4.28,10.12,23.39,0.3,9.86,53.86,1.92,417.06,479.77,8661,0.55
"CURIONÓPOLIS","Pará",150277,60.99,80.08,46.38,10.27,37.73,41.22,2.6,14.68,86.97,2.97,319.35,333.42,17467,0.636
"CURRALINHO","Pará",150280,86.85,33.9,16.93,15.43,9.54,14.95,3.96,8.7,62.59,2.6,188.88,199.51,26525,0.502
"CURUÁ","Pará",150285,78.21,72.29,81.46,8.94,35.66,65.61,3.13,26.99,90.22,5.1,180.94,195.13,11357,0.578
"CURUÇÁ","Pará",150290,65,71.33,71.82,4.53,25.23,61.57,0.27,9.68,82.32,1.29,233.96,239.88,33423,0.582
"DOM ELISEU","Pará",150293,56.42,67.87,50.33,7.98,26.79,43.55,2.68,11.31,74.74,4.06,348.04,351.35,50262,0.615
"ELDORADO DOS CARAJÁS","Pará",150295,63.33,40.29,27.51,10.8,16.78,22.86,5.05,6.07,67.37,2.17,281.12,300.96,28761,0.56
"FARO","Pará",150300,76.11,53.06,44.99,10.95,27.52,35.49,1.28,30.07,89.15,3.93,180.47,191.71,7659,0.563
"FLORESTA DO ARAGUAIA","Pará",150304,57.66,47.36,52.29,11.65,30.36,42.4,3.22,6.66,56.33,4.02,283.57,312.95,16085,0.583
"GARRAFÃO DO NORTE","Pará",150307,69.99,45.8,83.93,10.7,15.34,62.84,3.69,21.05,79.77,2.55,229.91,238.81,23965,0.526
"GOIANÉSIA DO PARÁ","Pará",150309,56.91,43.17,69.24,6.76,15.65,52.75,1.74,15.41,84.4,2.09,303.9,327.99,28107,0.56
"GURUPÁ","Pará",150310,81.3,54.83,35.71,6.3,15.53,26.85,2.86,15.75,61.48,1.27,191.06,217.64,25463,0.509
"IGARAPÉ-AÇU","Pará",150320,57.27,61.64,60.88,10.13,25.36,51.83,5.9,14.02,78.5,2.8,293.71,298,35300,0.595
"IGARAPÉ-MIRI","Pará",150330,63.98,57.79,71.39,8.27,25.78,62.58,3.13,9.18,76.25,2.47,196.34,210.36,53894,0.547
"INHANGAPI","Pará",150340,59.44,61.44,58.27,6.03,20.26,48.42,1.16,16.15,84.03,2.66,245.7,254.85,9668,0.572
"IPIXUNA DO PARÁ","Pará",150345,60.67,54.89,36.36,3.13,15.52,31.99,1.21,13.08,48.82,1.78,188.48,227.83,42386,0.489
"IRITUIA","Pará",150350,67.75,56.16,53.65,9.43,23.88,47.41,3.17,7.12,79.96,2.13,224.25,238.85,29304,0.559
"ITAITUBA","Pará",150360,55.3,70.6,71.7,13.91,32.05,56.53,4.83,14.07,75.65,4.03,440.6,453.85,92834,0.64
"ITUPIRANGA","Pará",150370,66.31,42.14,27.79,7.71,17.27,21.96,3.14,8.87,47.01,2.07,234.25,272.62,43660,0.528
"JACAREACANGA","Pará",150375,56.87,33.73,36.33,6.4,7.01,23.92,3.63,22.57,67.4,1.24,289.16,324.2,10731,0.505
"JACUNDÁ","Pará",150380,54.19,66.7,76.03,7.08,28.83,55.01,2.93,18.32,83.81,2.55,399.45,413.92,49358,0.622
"JURUTI","Pará",150390,79.01,62.01,71.17,12.52,24.76,47.08,3.42,20.75,82.34,3.08,241.39,257.49,43175,0.592
"LIMOEIRO DO AJURU","Pará",150400,72.76,49.59,44.98,9.64,17.07,30.07,4.06,14.08,81.92,3.38,172.12,183.16,23485,0.541
"MÃE DO RIO","Pará",150405,60.85,51.48,62.99,7.69,26.18,56.32,2.92,9.55,75.28,4,367.01,371.8,27429,0.599
"MAGALHÃES BARATA","Pará",150410,68.47,67.38,73.78,5.94,30.75,63.25,1.38,32.58,97.19,2.09,208.43,215.96,7780,0.597
"MARABÁ","Pará",150420,54.15,71.95,47.25,19.76,35.2,37.21,7.95,11.29,62.14,5.4,527.86,546.66,224052,0.668
"MARACANÃ","Pará",150430,69.65,77.11,70.55,7.82,30.63,53.66,0.64,23.33,85.87,2.08,221.89,236.77,26489,0.57
"MARAPANIM","Pará",150440,64.61,80.96,75.72,4.8,33.79,60.7,0.93,10.99,91.07,2.13,277.01,282.88,25970,0.609
"MARITUBA","Pará",150442,47.52,101.46,69.67,11.08,40.47,46.94,5.64,30.61,85.05,3.42,382.02,383.83,106943,0.676
"MEDICILÂNDIA","Pará",150445,55.29,48.51,46.17,6.69,23.57,41.61,2.25,6.31,55.65,1.23,345.44,381.46,24442,0.582
"MELGAÇO","Pará",150450,88.05,16.32,37.79,8.93,4.16,28.74,3.67,8.36,44.02,2.04,135.21,142.65,23435,0.418
"MOCAJUBA","Pará",150460,73.14,70.92,95.05,13.37,26.03,74.97,4.92,18.78,91.13,2.94,229.18,235.11,25969,0.575
"MOJU","Pará",150470,69.11,54.09,29.65,9.6,19.4,24.16,2.52,7.05,53.04,1.94,291.67,315.08,64253,0.547
"MONTE ALEGRE","Pará",150480,65.81,57.18,68.04,10.91,33.87,52.62,3.72,17.42,78.33,2.92,231.65,258.27,49563,0.589
"MUANÁ","Pará",150490,67.53,63.64,23.18,6.39,26.33,22.6,1.49,3.76,42.88,1.39,230.14,242.71,32289,0.547
"NOVA ESPERANÇA DO PIRIÁ","Pará",150495,69.65,39.52,52.43,10.63,10.03,44,3.45,11.64,79.6,2.6,160.34,182.49,17640,0.502
"NOVA IPIXUNA","Pará",150497,61.97,37.94,29.23,6.32,19.9,27.02,1.69,6.02,63.42,2.64,315.1,327.03,14010,0.581
"NOVA TIMBOTEUA","Pará",150500,54.64,69.28,84.94,10.64,35.84,62.71,3.68,15.91,88.95,1.97,267.59,275.35,13234,0.609
"NOVO PROGRESSO","Pará",150503,49.27,51.81,37.25,12.23,30.13,30.09,4.88,15.18,67.8,4.18,658.31,663.23,24714,0.673
"NOVO REPARTIMENTO","Pará",150506,64.88,39.88,37.27,5.49,18.88,34.23,1.69,6.72,60.11,2.32,256.37,287.95,54849,0.537
"ÓBIDOS","Pará",150510,70.51,58.1,80,7.44,35.72,63.33,2.58,16.47,82.72,1.99,255.03,262.01,47653,0.594
"OEIRAS DO PARÁ","Pará",150520,85.3,47.04,38.78,12.16,15.12,28.34,3.34,13.48,65.93,2.49,181.86,192.28,27046,0.507
"ORIXIMINÁ","Pará",150530,71.26,67.18,50.2,13.51,34.2,41.09,3.15,8.97,77.26,4.67,332.29,348.78,59657,0.623
"OURÉM","Pará",150540,63.81,64.87,41.54,12.67,32,36.3,3.5,15.78,80.56,1.91,285.61,296.48,15654,0.568
"OURILÂNDIA DO NORTE","Pará",150543,52.59,41.08,58,6.37,19.45,44.74,2.42,12.16,66.07,3.58,466.52,480.4,26339,0.624
