"name","group","id","Razão de dependência 2000","Taxa de frequência bruta ao superior 2000","Taxa de frequência líquida ao superior 2000","Taxa de frequência bruta ao superior","Taxa de frequência líquida ao superior","Renda per capita , exceto renda nula 2000","Renda per capita , exceto renda nula 2010","% Variação renda per capita exceto nula 2000-2010","Renda per capita 2000","Renda per capita 2010","% Variação renda per capita 2000-2010","IDHM 2000","IDHM","% de 25 anos ou mais com superior completo"
"Monte Formoso","Minas Gerais",314315,85.96,0.9,0,3.53,0.7,131.39,219.15,66.7935154882411,124.97,206.62,65.3356805633352,0.365,0.541,2.96
"Monte Santo de Minas","Minas Gerais",314320,54.43,5.61,3.19,13.49,7.91,496.1,584.73,17.8653497278774,494.1,584.09,18.2129123659178,0.621,0.71,6.98
"Montes Claros","Minas Gerais",314330,52.17,11.27,6.5,42.09,22.08,489.21,651.8,33.235215960426,485.55,650.62,33.9964988157759,0.661,0.77,13.28
"Monte Sião","Minas Gerais",314340,48.41,3.63,3.09,16.42,11.97,784.74,762.35,-2.85317429976807,779.5,760.69,-2.41308531109685,0.627,0.724,6.05
"Montezuma","Minas Gerais",314345,73.75,0.57,0,8.9,3.9,216.97,311.36,43.5037101903489,177.59,308.78,73.8724027253787,0.409,0.587,2.49
"Morada Nova de Minas","Minas Gerais",314350,56.53,3.78,1.22,18.7,14.44,350.5,579.09,65.2182596291013,348.28,577.61,65.8464453887677,0.565,0.696,7.3
"Morro da Garça","Minas Gerais",314360,62.55,5.03,4.66,7.83,2.14,281.2,376.88,34.0256045519203,274.85,376.88,37.1220665817719,0.493,0.648,6.42
"Morro do Pilar","Minas Gerais",314370,64.26,0.51,0,7.09,1.01,339.16,388.84,14.647953768133,331.05,382.62,15.5777072949705,0.551,0.597,2.59
"Munhoz","Minas Gerais",314380,55.66,4.85,2.55,9.3,5.14,452.32,424.07,-6.24557835160948,449.99,412.79,-8.26685037445276,0.527,0.647,4.88
"Muriaé","Minas Gerais",314390,50.45,14.05,9.88,25.28,13.9,499.47,758.63,51.8870002202334,498.08,758.46,52.2767426919371,0.635,0.734,9.18
"Mutum","Minas Gerais",314400,58.23,3.06,2.48,13.22,5.31,423.71,428.86,1.21545396615611,422.44,415.41,-1.66414165325253,0.541,0.644,5.65
"Muzambinho","Minas Gerais",314410,51.58,13.97,10.07,33.06,17.38,652.75,720.3,10.3485254691689,652.75,719.94,10.2933741861356,0.641,0.74,10.52
"Nacip Raydan","Minas Gerais",314420,71.35,1.86,1.86,8.89,4.93,203.23,432.03,112.581803867539,197.58,429.34,117.299321793704,0.466,0.585,2.6
"Nanuque","Minas Gerais",314430,56.86,3.2,1.57,14.87,8.35,455.42,505.92,11.0886654077555,451.81,505.55,11.8943803811337,0.596,0.701,7
"Naque","Minas Gerais",314435,66.85,4.64,2.84,17.42,7.52,239.96,410.31,70.99099849975,236.44,408.75,72.8768397902216,0.522,0.675,3.96
"Natalândia","Minas Gerais",314437,61.18,6.82,3.76,13.62,5.58,298.69,431.99,44.6282098496769,285.13,431.11,51.1976992950584,0.546,0.671,4.58
"Natércia","Minas Gerais",314440,49.66,6.3,2.76,21.89,12.42,595.62,542.79,-8.86974916893322,595.62,541.69,-9.05443067727745,0.641,0.693,5.98
"Nazareno","Minas Gerais",314450,52.29,7.33,4.59,14.84,5.7,307.8,491.32,59.6231319038336,305.48,491.13,60.7732093754092,0.588,0.69,5.69
"Nepomuceno","Minas Gerais",314460,54.1,4.89,3.72,15.99,9.28,430.95,486.82,12.9643810186797,429.72,480.79,11.8844829191101,0.57,0.667,7.24
"Ninheira","Minas Gerais",314465,65.71,0.42,0.42,5.83,2.49,161.03,214.55,33.236042973359,159.46,210.17,31.8010786404114,0.371,0.556,2.86
"Nova Belém","Minas Gerais",314467,60.59,0,0,4.91,3.78,304.75,286.85,-5.87366694011484,269.65,265.9,-1.39069163730762,0.437,0.592,1.97
"Nova Era","Minas Gerais",314470,54.71,5.27,2.78,16.83,8.95,438.77,533.63,21.6195273149942,435.88,532.58,22.1850050472607,0.634,0.709,5.34
"Nova Lima","Minas Gerais",314480,45.81,13.02,7.43,39.76,19.45,831.62,1732.01,108.269401890286,829.3,1731.84,108.831544676233,0.684,0.813,18.96
"Nova Módica","Minas Gerais",314490,65.72,3.47,1.1,9.7,3.2,250.34,361.29,44.3197251737637,245.27,355.66,45.0075427080361,0.522,0.63,4.22
"Nova Ponte","Minas Gerais",314500,52.12,7.18,4.02,22.25,15.89,618.31,771.68,24.8047096116835,618.31,771.68,24.8047096116835,0.617,0.701,7.26
"Nova Porteirinha","Minas Gerais",314505,64.24,1.99,1.08,7.39,3.18,240.78,302.61,25.6790431098929,235.85,302.09,28.0856476574094,0.518,0.641,2.1
"Nova Resende","Minas Gerais",314510,53.52,4.34,3.04,20.48,11.48,494.21,577.67,16.887557920722,491.86,576.41,17.1898507705445,0.537,0.671,4.22
"Nova Serrana","Minas Gerais",314520,47.08,1.17,0.46,11.31,6.77,736.72,660.48,-10.3485720490824,735.92,659.74,-10.3516686596369,0.614,0.715,3.87
"Novo Cruzeiro","Minas Gerais",314530,79.03,1.13,0.92,8.3,4.16,270.54,271.4,0.317882753012478,246.23,264.66,7.48487186776592,0.427,0.571,4.25
"Novo Oriente de Minas","Minas Gerais",314535,74.22,0,0,5.74,3.98,173.75,283.98,63.441726618705,153.25,274.37,79.0342577487765,0.389,0.555,2.8
"Novorizonte","Minas Gerais",314537,72.21,4.15,0.97,11.72,6.35,211.14,306.89,45.3490574973951,199.45,299.95,50.3885685635498,0.441,0.616,3.74
"Olaria","Minas Gerais",314540,52.28,0,0,19.54,6.06,376.43,426.97,13.4261350051803,371.1,423.44,14.1040150902722,0.53,0.636,4.89
"Olhos-d'Água","Minas Gerais",314545,70.47,3.52,2.64,6.24,3.7,149.41,352.5,135.927983401379,141.47,348.9,146.624726090337,0.406,0.626,2.84
"Olímpio Noronha","Minas Gerais",314550,52.96,7.28,5.09,18.28,12.83,318.46,475.23,49.227532500157,318.46,475.23,49.227532500157,0.561,0.674,6.09
"Oliveira","Minas Gerais",314560,51.28,4.93,2.92,21.84,12.01,466.24,590.39,26.6279169526424,465.21,588.2,26.4375228391479,0.601,0.699,7.34
"Oliveira Fortes","Minas Gerais",314570,52.78,0,0,18.27,10.68,233.05,369.63,58.6054494743617,232.74,369.25,58.653433015382,0.518,0.635,3.19
"Onça de Pitangui","Minas Gerais",314580,54.98,4.53,3.46,8.06,7.41,403.73,450.74,11.6439204418795,403.73,446.23,10.5268372427117,0.566,0.663,3.56
"Oratórios","Minas Gerais",314585,58.57,1.37,0.68,7.8,2.92,187.97,397.86,111.661435335426,187.97,395.74,110.533595786562,0.494,0.637,3.85
"Orizânia","Minas Gerais",314587,63.55,1.29,0.56,10.41,5.88,253.2,260.82,3.00947867298578,238.58,247.35,3.6759158353592,0.459,0.562,2.38
"Ouro Branco","Minas Gerais",314590,51.03,14.83,9.92,38.09,20.71,571.68,866.7,51.6057934508816,568.88,866.02,52.2324567571368,0.686,0.764,14
"Ouro Fino","Minas Gerais",314600,50.27,13.19,9.74,27.99,15.48,611.41,635.38,3.92044618177655,610.94,635.38,4.00039283726715,0.652,0.722,9.58
"Ouro Preto","Minas Gerais",314610,51.57,11.22,5.15,39.33,17.81,505.28,711.77,40.8664502849905,502.54,710.55,41.3917300115414,0.64,0.741,11.82
"Ouro Verde de Minas","Minas Gerais",314620,76.54,4.48,2.46,13.05,6.48,198.98,303.49,52.5228666197608,193.55,298.76,54.3580470162748,0.464,0.595,4.17
"Padre Carvalho","Minas Gerais",314625,87.89,0,0,5.17,3.66,270.91,289.87,6.99863423277102,212.82,286.32,34.5362277981393,0.439,0.599,3.47
"Padre Paraíso","Minas Gerais",314630,73.35,1.15,0.41,7.28,3.25,199.1,261.21,31.1953792064289,187.68,253.77,35.2141943734015,0.442,0.596,3
"Paineiras","Minas Gerais",314640,49.47,2.46,1.68,28.39,16.5,333.17,592.01,77.6900681333854,324.39,589.16,81.6208884367582,0.564,0.669,6.76
"Pains","Minas Gerais",314650,49.59,7.13,5.54,20.94,14.63,455.23,690.97,51.784812073018,454.81,690.97,51.9249796618368,0.635,0.728,6.07
"Pai Pedro","Minas Gerais",314655,71.48,0.95,0,9.02,6.7,157.56,210.47,33.5808580858086,144.09,203.93,41.5295995558332,0.408,0.59,4.16
"Paiva","Minas Gerais",314660,50.32,10.39,7.7,32.16,18.18,327.43,478.85,46.2449989310692,327.43,476.35,45.4814769569068,0.601,0.72,6.17
"Palma","Minas Gerais",314670,53.73,11.49,6.95,19.46,10.94,395.27,494.88,25.2004958635869,393.1,494.63,25.8280335792419,0.608,0.703,8.4
"Palmópolis","Minas Gerais",314675,63.77,0,0,4.95,2.25,155,265.33,71.1806451612903,134.65,259.75,92.9075380616413,0.419,0.565,3.54
"Papagaios","Minas Gerais",314690,61.87,3.33,2.03,12.32,8.38,469,456.26,-2.71641791044776,465.29,455.96,-2.00520105740507,0.547,0.666,6.65
"Paracatu","Minas Gerais",314700,61.77,6.8,2.81,30.44,17.23,447.68,640.21,43.0061651179414,443.35,637.8,43.8592534115259,0.613,0.744,8.57
"Pará de Minas","Minas Gerais",314710,51.07,6.6,4.38,23.89,12.52,577.52,686.51,18.8720736944175,576.05,686.42,19.1597951566704,0.643,0.725,9.2
"Paraguaçu","Minas Gerais",314720,55.22,9,6.63,23.02,12.68,538.96,589.52,9.38103013210627,535.43,587.36,9.69874680163608,0.635,0.715,8.06
"Paraisópolis","Minas Gerais",314730,52.81,11.68,5.26,20.96,8.92,500.92,594.47,18.675636828236,494.05,592.61,19.9493978342273,0.629,0.729,8.78
"Paraopeba","Minas Gerais",314740,55.61,7.94,4.82,16.39,8.7,435.51,531.36,22.0086794792312,433.64,530.79,22.403376072318,0.606,0.694,7.06
"Passabém","Minas Gerais",314750,62.85,6.16,5.29,29.91,10.67,338.59,409.02,20.8009687232346,334.04,405.19,21.2998443300203,0.491,0.642,5.46
"Passa Quatro","Minas Gerais",314760,51.7,5.25,3.74,17.56,8.76,469.25,561.44,19.6462440063932,468.28,561.44,19.8940804646793,0.641,0.715,7.14
"Passa Tempo","Minas Gerais",314770,50.3,5.35,2.93,25.13,13.88,567.58,548.56,-3.35106945276438,567.58,535.96,-5.57102082525811,0.594,0.687,5.98
"Passa-Vinte","Minas Gerais",314780,53.37,7.56,6.06,25.93,11.05,351,495.16,41.0712250712251,351,493.38,40.5641025641026,0.546,0.648,5.65
"Passos","Minas Gerais",314790,49.58,15.88,10.19,26.39,15.56,614.35,802.97,30.7023683567999,613.26,802.97,30.9346769722467,0.655,0.756,11.25
"Patis","Minas Gerais",314795,76.49,0.73,0,7.78,2.4,138.64,249.93,80.2726485862666,118.02,244.72,107.354685646501,0.413,0.614,3.08
"Patos de Minas","Minas Gerais",314800,47.46,14.6,9.51,35.61,20.67,602.81,844.96,40.1702028831639,602.52,843.57,40.0069707229636,0.675,0.765,12.17
"Patrocínio","Minas Gerais",314810,52.29,10.05,7.26,26.09,14.09,565.8,721.19,27.463768115942,563.07,720.59,27.9752073454455,0.65,0.729,9.85
"Patrocínio do Muriaé","Minas Gerais",314820,54.96,4.17,2.71,15.56,6.69,318.05,595.18,87.1340984121993,318.05,590.26,85.5871718283289,0.595,0.682,5.94
"Paula Cândido","Minas Gerais",314830,61.98,2.74,1.37,17.23,10.07,239.61,414.18,72.8558908225867,238.96,407.91,70.7022095748243,0.504,0.637,5.62
"Paulistas","Minas Gerais",314840,78.34,3.3,1.05,6.78,3.3,225.28,323.56,43.6257102272727,198.98,321.22,61.43330988039,0.513,0.625,4.22
"Pavão","Minas Gerais",314850,68.18,2.46,0.65,18.64,10.06,221.27,343.62,55.2944366610928,211.68,333.55,57.5727513227513,0.471,0.627,3.96
"Peçanha","Minas Gerais",314860,72.99,1.73,0.62,10.77,6.67,248.83,404.89,62.7175179841659,229.76,404.21,75.9270543175488,0.486,0.627,4.31
"Pedra Azul","Minas Gerais",314870,67.81,2.91,0.88,8.75,2.59,224.87,330.43,46.9426779917286,219.51,327.18,49.0501571682384,0.516,0.627,3.36
"Pedra Bonita","Minas Gerais",314875,65.53,3.37,1.29,5.95,4.23,294.35,265.51,-9.79785969084424,248.58,256.67,3.25448547751227,0.434,0.573,2.73
"Pedra do Anta","Minas Gerais",314880,59.16,3.09,2.54,20.22,6.36,219.27,421.18,92.0828202672504,203.52,418.07,105.419614779874,0.497,0.624,3.5
"Pedra do Indaiá","Minas Gerais",314890,46.92,6.56,3.52,16.11,12.3,373.41,578.46,54.9128304008998,372.91,578.46,55.1205384677268,0.589,0.708,5.1
"Pedra Dourada","Minas Gerais",314900,59.96,3.34,3.34,24.41,14.25,280.18,418.26,49.2826040402598,280.18,406.3,45.0139196230994,0.544,0.655,3.23
"Pedralva","Minas Gerais",314910,58.43,7.35,3.6,26.91,15.79,356.4,544.86,52.8787878787879,350.78,541.01,54.2305718684076,0.571,0.675,6.76
"Pedras de Maria da Cruz","Minas Gerais",314915,78.92,1.64,1.23,8.94,3.99,159.99,274.83,71.7794862178886,147.82,268.27,81.4842375862536,0.456,0.614,3.52
"Pedrinópolis","Minas Gerais",314920,49.05,11.87,9.13,24.39,12.87,533.62,703.89,31.9084741951201,527.03,702.77,33.3453503595621,0.671,0.729,6.72
"Pedro Leopoldo","Minas Gerais",314930,50.02,12.59,5.61,29.88,13.09,546.52,721.25,31.9713825660543,545.58,721.11,32.173100186957,0.67,0.757,10.32
"Pedro Teixeira","Minas Gerais",314940,48.42,1.62,0,7.24,6.64,237.31,311.34,31.195482701951,232.78,309.25,32.8507603746026,0.506,0.637,4.98
"Pequeri","Minas Gerais",314950,55.95,4.06,2.83,17.85,11.21,400.45,593.92,48.3131477088276,400.45,593.92,48.3131477088276,0.61,0.694,7.35
"Pequi","Minas Gerais",314960,59.12,4.24,2.93,20.1,11.91,440.82,522.22,18.4655868608502,433.47,522.22,20.4743119477703,0.606,0.674,7.62
"Perdigão","Minas Gerais",314970,49.91,6.31,4.65,18.24,9.99,577.46,668.59,15.7811796488068,577.46,668.59,15.7811796488068,0.639,0.703,6.98
"Perdizes","Minas Gerais",314980,50.05,8.46,5.26,16.91,10.78,542.97,864.64,59.2426837578503,537.97,861.29,60.1000055765191,0.588,0.723,6.74
"Perdões","Minas Gerais",314990,51.96,8.23,7.03,28.51,21.33,468.95,663.06,41.3924725450474,468.67,663.06,41.4769453986814,0.646,0.744,7.74
"Periquito","Minas Gerais",314995,68.82,2.83,0.42,10.86,1.6,209.8,321.9,53.4318398474738,207.89,320.07,53.9612294963683,0.523,0.651,1.97
"Pescador","Minas Gerais",315000,75.14,4.16,3.16,20.41,8.16,262.58,374.98,42.8060019803489,257.44,367.74,42.8449347420758,0.547,0.656,4.09
"Piau","Minas Gerais",315010,49.58,0,0,15.22,8.96,250.44,450.67,79.9512857371027,247.66,449.68,81.5715093273036,0.516,0.629,3.58
"Piedade de Caratinga","Minas Gerais",315015,66.11,0.63,0.63,6.05,3.67,256.12,381.64,49.0082773699828,248.1,381.36,53.7122128174123,0.474,0.612,1.31
"Piedade de Ponte Nova","Minas Gerais",315020,67.32,3.32,2.01,10.21,6.09,325.66,369.02,13.3144997850519,322.51,368.71,14.3251372050479,0.516,0.639,5.23
"Piedade do Rio Grande","Minas Gerais",315030,52.78,5.34,4.37,15.78,12.54,240.04,429.67,78.9993334444259,237.08,428.95,80.9304875991226,0.513,0.678,3.97
"Piedade dos Gerais","Minas Gerais",315040,50.86,2.25,1.04,13.79,6.53,245.49,452.69,84.402623324779,245.49,443.35,80.5979876980733,0.462,0.626,3.79
"Pimenta","Minas Gerais",315050,48.66,7.39,4.68,30.76,14.15,488.03,614.02,25.8160358994324,482.25,613.61,27.2389839294972,0.579,0.686,6.01
"Pingo-d'Água","Minas Gerais",315053,56.56,1.01,0,9.26,6.23,205.53,341.29,66.0536174767674,196.89,340.91,73.1474427345218,0.509,0.619,3.66
"Pintópolis","Minas Gerais",315057,80.31,2.93,0,9.26,5.62,150.11,264.71,76.3440143894477,144.94,260.14,79.4811646198427,0.451,0.594,2.94
"Piracema","Minas Gerais",315060,56.88,5.06,3.95,19.69,7.29,272.98,451.95,65.5615796029013,269.31,444.75,65.1442575470647,0.52,0.646,5.52
"Pirajuba","Minas Gerais",315070,54.68,2.86,2.86,11.65,7.97,532.8,856.54,60.762012012012,531.74,838.37,57.6654003836461,0.635,0.723,6.91
"Piranga","Minas Gerais",315080,69.61,2.48,1.71,15.19,8.09,213.16,316.15,48.3158191030212,190.53,305.73,60.4629192253189,0.463,0.6,3.56
"Piranguçu","Minas Gerais",315090,54.91,2.85,2.39,18.02,8.27,318.35,506.55,59.1173237003298,317.59,504.1,58.7266601593249,0.565,0.685,5.66
"Piranguinho","Minas Gerais",315100,55.97,11.09,7.1,29.62,14.99,384.03,524.38,36.5466239616697,384.03,523.5,36.3174751972502,0.588,0.717,8.04
"Pirapetinga","Minas Gerais",315110,51.96,5.94,2.94,20.71,13.77,451.17,551.35,22.2044905468005,450.63,550.3,22.1179237955751,0.601,0.709,7.92
"Pirapora","Minas Gerais",315120,59.57,4.82,2.08,25.6,10.61,399.16,596.67,49.4814109630223,396.44,596.44,50.4489960649783,0.614,0.731,10.21
"Piraúba","Minas Gerais",315130,50.99,6.72,4.38,18.47,12.85,372.65,528.25,41.7549979873876,371.08,527.81,42.2361754877654,0.598,0.684,6.73
"Pitangui","Minas Gerais",315140,55.72,5.46,3.33,25.88,14.24,472.76,669,41.5094339622642,471.26,669,41.9598523108263,0.649,0.725,8.55
"Piumhi","Minas Gerais",315150,49.18,8.5,5.64,32.97,17.64,669.5,747.2,11.6056758775205,668.96,747.2,11.6957665630232,0.657,0.737,9.87
"Planura","Minas Gerais",315160,48.37,8.27,5.62,16.92,10.83,458.83,670.35,46.0998626942441,458.83,669.6,45.9364034609768,0.615,0.712,6.39
"Poço Fundo","Minas Gerais",315170,46.85,8.58,6.34,31.84,21.51,488.78,650.57,33.1007815377061,487.87,644.47,32.0987148215713,0.56,0.691,6.75
"Poços de Caldas","Minas Gerais",315180,45.99,15.04,10.74,34.93,18.01,868.45,953.96,9.84627785134435,867.68,953.96,9.94375806749033,0.716,0.779,13.99
"Pocrane","Minas Gerais",315190,57.92,5.03,4.01,9.85,4.58,292.55,374.49,28.0088873696804,279.89,365.67,30.6477544749723,0.537,0.626,4.47
"Pompéu","Minas Gerais",315200,59.3,5.19,3.08,13.9,9.37,483.57,602.78,24.6520669189569,478.26,598.83,25.2101367457032,0.546,0.689,6.48
"Ponte Nova","Minas Gerais",315210,50.82,8.35,5.82,22.21,11.93,482.3,681.09,41.2170848019905,479.58,679.67,41.7219233495976,0.62,0.717,10.74
"Ponto Chique","Minas Gerais",315213,66.41,2.64,1.62,14.09,4.11,191.81,275.69,43.7307752463375,159.67,269.28,68.6478361620843,0.462,0.606,6.51
"Ponto dos Volantes","Minas Gerais",315217,76.16,0.47,0.47,11.22,5.55,127.7,278.1,117.776037588097,117.58,267.46,127.470658275217,0.402,0.595,3.47
"Porteirinha","Minas Gerais",315220,59.58,2.76,1.84,11.81,5.31,213.33,323.45,51.6195565555712,201.55,320.48,59.0076903994046,0.482,0.651,4.65
"Porto Firme","Minas Gerais",315230,54.1,2.06,1.13,21.03,10.77,222.26,375.36,68.8832898407271,219.06,366.49,67.3011960193554,0.482,0.634,4.37
"Poté","Minas Gerais",315240,73.49,3.93,2.3,9.38,5.52,198.6,307.81,54.9899295065458,192.39,303.44,57.7212952856178,0.473,0.624,3.99
"Pouso Alegre","Minas Gerais",315250,47.52,18.27,11.81,34.15,19.66,770.68,878.34,13.9694814968599,770.44,878.26,13.9946004880328,0.69,0.774,14.84
"Pouso Alto","Minas Gerais",315260,52.78,3.32,2.57,19.13,10.65,375.12,780.82,108.152058008104,372.81,778.57,108.838282234919,0.56,0.71,4.44
"Prados","Minas Gerais",315270,48.75,3.14,1.36,14.06,9.59,285.23,485.2,70.1083336254952,284.56,485.2,70.5088557773405,0.559,0.689,5.38
"Prata","Minas Gerais",315280,51.23,8.98,7,16.2,8.97,545.18,786.63,44.2881250229282,542.88,782.28,44.0981432360743,0.578,0.695,5.05
"Pratápolis","Minas Gerais",315290,51.23,7.54,5.22,20.33,15.18,437.38,642.73,46.9500205770726,436.19,636.81,45.9937183337536,0.627,0.729,7.28
"Pratinha","Minas Gerais",315300,47.39,1.77,0.77,22.58,10.61,469.76,683.58,45.5168596730245,469.76,663.39,41.2189202997275,0.573,0.721,4.91
"Presidente Bernardes","Minas Gerais",315310,64.75,2.28,1.55,14.46,7.43,201.28,345.14,71.4725755166932,193.78,341.87,76.4217153473011,0.47,0.632,3.86
"Presidente Juscelino","Minas Gerais",315320,63.85,0.98,0,19.04,5.57,182.78,347.47,90.1028558923296,167.52,340.94,103.521967526266,0.485,0.614,2.61
"Presidente Kubitschek","Minas Gerais",315330,68.53,8.71,3.7,3.87,1.26,186.23,298.4,60.2319712183859,182.86,282.93,54.7249261730285,0.495,0.595,5.91
"Presidente Olegário","Minas Gerais",315340,53.54,9.15,5.75,18.51,10.13,357.6,552.76,54.5749440715884,349.69,546.68,56.3327518659384,0.557,0.701,5.72
"Alto Jequitibá","Minas Gerais",315350,58.54,3.77,2.96,18.02,13.6,359.56,487.1,35.4711313828012,358.89,486.73,35.6209423500237,0.572,0.66,5.66
"Prudente de Morais","Minas Gerais",315360,59.69,1.88,0.91,15.39,7.93,317.4,481.48,51.6950220541903,316.13,481.48,52.3044317211274,0.6,0.69,4.58
"Quartel Geral","Minas Gerais",315370,57.56,3.57,3.57,26.24,11.06,348.45,542.13,55.5832974601808,346.52,539.78,55.7716726307284,0.539,0.683,5.06
"Queluzito","Minas Gerais",315380,46.92,4.27,1.83,13.51,7.52,338,518.46,53.3905325443787,338,513.72,51.9881656804734,0.549,0.682,4.39
"Raposos","Minas Gerais",315390,50,3.44,1.02,18.73,7.97,376.85,647.11,71.715536685684,376.85,646.62,71.5855114767149,0.635,0.73,4.94
"Raul Soares","Minas Gerais",315400,56.25,3.74,1.52,16.56,9.95,390.7,482.56,23.5116457640133,371.34,480.45,29.3827758927129,0.548,0.655,5.11
"Recreio","Minas Gerais",315410,55.21,6.11,4.62,16.17,10.52,410.92,513.27,24.9075245789935,410.75,510.95,24.3944004869142,0.596,0.692,6.11
"Reduto","Minas Gerais",315415,63.26,3.32,1.63,10.75,5.32,331.47,457.88,38.1361812532054,331.47,449.53,35.6170995866896,0.48,0.629,3.76
"Resende Costa","Minas Gerais",315420,53.83,9.18,6.76,20.93,12.88,316.41,582.43,84.0744603520748,314.3,580.66,84.7470569519567,0.568,0.685,5.49
"Resplendor","Minas Gerais",315430,54.68,6.64,3.65,18.66,7.83,399.97,511.36,27.8495887191539,396.82,504.18,27.0550879491961,0.58,0.67,5.26
"Ressaquinha","Minas Gerais",315440,54.84,3.59,2.26,11.72,7.6,273.78,426.88,55.9208123310688,266.99,424.03,58.8186823476535,0.52,0.683,4.37
"Riachinho","Minas Gerais",315445,67.04,2.75,1.32,14.31,7.05,233.4,303.01,29.8243359040274,206.93,290.89,40.5741071860049,0.513,0.632,4.57
"Riacho dos Machados","Minas Gerais",315450,71.04,4.47,1.32,13.7,6.72,161.7,261.33,61.6141001855288,135.79,255.57,88.2097356211798,0.436,0.627,3.46
"Ribeirão das Neves","Minas Gerais",315460,53.85,1.53,0.54,12.85,5.66,320.95,479.99,49.5528898582334,319.28,479.77,50.266224004009,0.577,0.684,2.53
"Ribeirão Vermelho","Minas Gerais",315470,51.21,6.97,4.52,27.05,17.9,583.95,617.88,5.81042897508347,583.95,617.88,5.81042897508347,0.631,0.737,8.43
"Rio Acima","Minas Gerais",315480,54.33,2.11,0.35,14.29,6.87,357.07,583.21,63.3321197524295,356.05,582.71,63.6595983710153,0.552,0.673,4.35
"Rio Casca","Minas Gerais",315490,59.76,5.58,3.36,17.47,8.92,371.86,461.81,24.1892109933846,370.53,460.2,24.2004695976034,0.538,0.65,5.53
"Rio Doce","Minas Gerais",315500,64.75,1.29,0,21.68,17.09,341.8,439.86,28.6892919836162,340.16,439.86,29.3097365945437,0.57,0.664,6.67
"Rio do Prado","Minas Gerais",315510,70.09,8.02,2.92,8.2,3.06,216.31,288.22,33.2439554343304,207.01,283.37,36.8871069030482,0.457,0.605,4.65
"Rio Espera","Minas Gerais",315520,62.31,2.41,1.74,19.29,12.33,209.55,294.83,40.6967310904319,204.21,286.36,40.2281964644239,0.456,0.602,4.17
"Rio Manso","Minas Gerais",315530,51.58,0.8,0,16.82,8.57,300.81,538.22,78.923573019514,299.18,536.99,79.4872651915235,0.501,0.648,4.44
"Rio Novo","Minas Gerais",315540,54.84,4.5,2.83,19.87,13.63,504.81,520.11,3.03084328757354,503.12,519.69,3.29344887899508,0.637,0.707,8.03
"Rio Paranaíba","Minas Gerais",315550,46.55,4.54,3.22,33.71,21.82,439.7,730.91,66.2292472140095,432.8,727.2,68.0221811460259,0.566,0.709,6.75
"Rio Pardo de Minas","Minas Gerais",315560,73.13,1.57,0.41,10.17,7.25,175.46,314.78,79.40271286903,168.53,306.96,82.1396783955379,0.421,0.624,4.44
"Rio Piracicaba","Minas Gerais",315570,52.45,5.59,3.43,21.54,9.03,373.34,519.55,39.1626935233299,368.52,516.18,40.0683816346467,0.568,0.685,5.84
"Rio Pomba","Minas Gerais",315580,56.38,12.55,8.35,28.01,17.41,473.9,605.11,27.6872757965816,469.01,601.31,28.2083537664442,0.617,0.714,7.53
"Rio Preto","Minas Gerais",315590,51.01,5.02,3.51,22.29,12.19,416.65,502.88,20.6960278411136,414.45,501.52,21.0085655688262,0.593,0.679,8.01
"Rio Vermelho","Minas Gerais",315600,80.34,1.26,0.54,8.32,2.5,214.72,277.71,29.3358792846498,212.89,271.44,27.5024660622857,0.439,0.558,3.75
