"name","group","id","Taxa de frequência líquida à pré-escola","% de 0 a 3 anos na escola","IDHM","Taxa de frequência líquida à pré-escola 2000","Renda per capita 2000","Renda per capita 2010","% Variação renda per capita 2000-2010","IDHM 2000","Razão de dependência 2000","% de 0 a 3 anos na escola"
"BENJAMIN CONSTANT DO SUL","Rio Grande do Sul",430205,23.48,8.24,0.619,17.46,223.36,336.44,50.6267908309455,0.45,75.03,2.99
"BENTO GONÇALVES","Rio Grande do Sul",430210,53,32.79,0.778,37.77,918.21,1196.56,30.3144160921793,0.712,42.28,11.54
"BOA VISTA DAS MISSÕES","Rio Grande do Sul",430215,30.19,6.39,0.676,28.07,484.2,505.89,4.47955390334572,0.605,59.59,0
"BOA VISTA DO BURICÁ","Rio Grande do Sul",430220,74,45.91,0.762,34.85,552.56,909.95,64.678948892428,0.669,48.59,21.75
"BOA VISTA DO CADEADO","Rio Grande do Sul",430222,58.83,0,0.703,14.87,383.78,594.94,55.0211058418886,0.585,47.28,0
"BOA VISTA DO INCRA","Rio Grande do Sul",430223,60.22,0,0.731,35.78,500.03,633.52,26.696398216107,0.643,48.52,0
"BOA VISTA DO SUL","Rio Grande do Sul",430225,86.35,1.1,0.728,66.9,814.28,964.35,18.4297784545857,0.655,42.86,0
"BOM JESUS","Rio Grande do Sul",430230,27.26,12.15,0.666,4.01,408.2,611.26,49.7452229299363,0.541,61.03,4.11
"BOM PRINCÍPIO","Rio Grande do Sul",430235,48.53,34.62,0.746,38.09,609.97,855.42,40.2396839188812,0.67,48.51,40.3
"BOM PROGRESSO","Rio Grande do Sul",430237,50.85,11.4,0.723,15.16,292.49,623.82,113.279086464495,0.566,62.23,0
"BOM RETIRO DO SUL","Rio Grande do Sul",430240,65.52,51.88,0.739,50.54,535.23,728.62,36.1321301122882,0.639,49.87,23.91
"BOQUEIRÃO DO LEÃO","Rio Grande do Sul",430245,57.47,15.41,0.7,35.69,377.86,726.61,92.2960884983856,0.563,56.75,5.19
"BOSSOROCA","Rio Grande do Sul",430250,46.06,7.42,0.692,8.2,319.19,502.18,57.3294902722516,0.586,54.09,0
"BOZANO","Rio Grande do Sul",430258,51.87,3.59,0.745,0,525.38,982.06,86.9237504282614,0.615,50.84,0
"BRAGA","Rio Grande do Sul",430260,62.2,20.97,0.674,28.42,246.58,475.39,92.7934139021818,0.553,60.29,16.92
"BROCHIER","Rio Grande do Sul",430265,61.42,11.62,0.699,9.79,481.02,720.21,49.7255831358364,0.566,49.5,0
"BUTIÁ","Rio Grande do Sul",430270,42.71,17.2,0.689,26.53,432.61,590.45,36.4855181341162,0.579,54.73,6.31
"CAÇAPAVA DO SUL","Rio Grande do Sul",430280,39.2,18.93,0.704,18.6,453.2,618.98,36.5798764342454,0.599,52.2,6.05
"CACEQUI","Rio Grande do Sul",430290,36.03,9.32,0.7,20.28,356.93,550.88,54.338385677864,0.58,56.41,2.69
"CACHOEIRA DO SUL","Rio Grande do Sul",430300,44.44,21.81,0.742,25.81,570,793.67,39.240350877193,0.661,51.16,6.27
"CACHOEIRINHA","Rio Grande do Sul",430310,28.57,28.08,0.757,17.38,628.97,844.04,34.1939997138178,0.672,47.53,8.25
"CACIQUE DOBLE","Rio Grande do Sul",430320,27.18,4.96,0.662,21.89,337.7,539.67,59.8075214687592,0.576,55.32,0.44
"CAIBATÉ","Rio Grande do Sul",430330,59.35,15.22,0.719,30.69,411.94,659.58,60.1155508083702,0.614,52.97,4.03
"CAIÇARA","Rio Grande do Sul",430340,48.2,2.7,0.699,19.25,415.22,712.77,71.6608063195414,0.612,55.91,1.9
"CAMAQUÃ","Rio Grande do Sul",430350,33.86,8.45,0.697,20.87,528.6,686.36,29.8448732500946,0.609,52.19,3.42
"CAMARGO","Rio Grande do Sul",430355,73.48,12.64,0.736,39.22,586.14,916.32,56.3312519193367,0.661,48.87,17.67
"CAMBARÁ DO SUL","Rio Grande do Sul",430360,35.14,20.47,0.697,18.76,411.87,643.45,56.2264792288829,0.564,55.88,7.34
"CAMPESTRE DA SERRA","Rio Grande do Sul",430367,41.91,0,0.706,26.1,447.32,675.91,51.1021192882053,0.622,49.18,0
"CAMPINA DAS MISSÕES","Rio Grande do Sul",430370,63.78,29.12,0.738,57.74,316.73,615.85,94.4400593565497,0.607,47.11,3.6
"CAMPINAS DO SUL","Rio Grande do Sul",430380,59.32,21.88,0.76,54.23,544.03,869.1,59.7522195467162,0.665,51.4,3.97
"CAMPO BOM","Rio Grande do Sul",430390,45.28,39.55,0.745,22.85,726.27,879.65,21.1188676387569,0.669,46.05,21.62
"CAMPO NOVO","Rio Grande do Sul",430400,61.47,13.19,0.703,30.91,343.14,539.04,57.0904004196538,0.568,61.87,5.47
"CAMPOS BORGES","Rio Grande do Sul",430410,49.08,27.93,0.708,30.42,430.77,637.46,47.9815214615688,0.56,52.84,5.35
"CANDELÁRIA","Rio Grande do Sul",430420,16.78,4.63,0.674,24.94,395.23,620.92,57.1034587455406,0.561,51.97,4.76
"CÂNDIDO GODÓI","Rio Grande do Sul",430430,64.19,19.37,0.728,45.78,380.24,706.19,85.7221754681254,0.647,48.21,14.53
"CANDIOTA","Rio Grande do Sul",430435,35.33,8.19,0.698,31.08,487.24,638.77,31.099663410229,0.622,52.49,3.73
"CANELA","Rio Grande do Sul",430440,40,21.08,0.748,19.94,611.63,787.78,28.800091558622,0.638,52.72,9.5
"CANGUÇU","Rio Grande do Sul",430450,28.87,8.48,0.65,10.03,349.75,562.54,60.8406004288778,0.516,49.87,1.35
"CANOAS","Rio Grande do Sul",430460,28.96,22.62,0.75,15.26,703.5,952.13,35.3418621179815,0.665,49.18,8.85
"CANUDOS DO VALE","Rio Grande do Sul",430461,60.17,11.84,0.713,24.27,367.82,854.58,132.336468925018,0.556,48.27,0
"CAPÃO BONITO DO SUL","Rio Grande do Sul",430462,41.12,0,0.637,0,429.47,468.49,9.08561715602952,0.531,53.23,0
"CAPÃO DA CANOA","Rio Grande do Sul",430463,43.46,23.62,0.743,16.87,614.43,884.47,43.9496769363475,0.639,54.87,9.94
"CAPÃO DO CIPÓ","Rio Grande do Sul",430465,55.47,3.52,0.672,23.07,328.46,426.09,29.7235584241612,0.561,50.12,0
"CAPÃO DO LEÃO","Rio Grande do Sul",430466,24.45,5.86,0.637,5.29,349.63,493.36,41.1091725538426,0.542,53.29,4.35
"CAPIVARI DO SUL","Rio Grande do Sul",430467,70.12,13.87,0.766,11.98,823.36,1196.47,45.315536338904,0.658,48.8,3.33
"CAPELA DE SANTANA","Rio Grande do Sul",430468,46.15,8.14,0.661,2.69,376.26,533.88,41.8912454154042,0.534,54.31,0
"CAPITÃO","Rio Grande do Sul",430469,76.13,54.92,0.746,55.44,536.35,835.57,55.788198005034,0.614,50.35,27.69
"CARAZINHO","Rio Grande do Sul",430470,47.96,28.26,0.766,40.88,625.92,881.73,40.8694401840491,0.678,52.29,14.61
"CARAÁ","Rio Grande do Sul",430471,23.95,11.28,0.652,6.36,291.31,490.65,68.4288215303285,0.508,53.44,0
"CARLOS BARBOSA","Rio Grande do Sul",430480,59.03,30.64,0.796,44.81,881.52,1446.56,64.09837553317,0.724,42.25,9.61
"CARLOS GOMES","Rio Grande do Sul",430485,70.23,15.05,0.739,12.88,493.71,761.35,54.2099613133216,0.596,50.2,0
"CASCA","Rio Grande do Sul",430490,63.64,38.29,0.785,29.03,773.9,1011.38,30.6861351595813,0.688,45.72,21.81
"CASEIROS","Rio Grande do Sul",430495,65.06,0,0.703,30.43,344.8,606.99,76.0411832946636,0.59,55.15,4.53
"CATUÍPE","Rio Grande do Sul",430500,56.46,22.04,0.739,24.35,507.06,920.96,81.6274208180492,0.635,48.19,12.77
"CAXIAS DO SUL","Rio Grande do Sul",430510,32.06,20.01,0.782,18.63,967.79,1253.93,29.5663315388669,0.705,44.56,9.67
"CENTENÁRIO","Rio Grande do Sul",430511,78.74,12.4,0.701,33.99,252.71,651.77,157.912231411499,0.545,48.06,7.3
"CERRITO","Rio Grande do Sul",430512,31.1,3.12,0.649,23.05,329.55,476.66,44.6396601426187,0.574,50.38,0
"CERRO BRANCO","Rio Grande do Sul",430513,53.13,16.05,0.661,20.01,398.29,519.95,30.5455823646087,0.544,48.22,9.4
"CERRO GRANDE","Rio Grande do Sul",430515,43.5,4.28,0.674,41.99,275.41,538.45,95.5085145782651,0.557,56.88,3.51
"CERRO GRANDE DO SUL","Rio Grande do Sul",430517,25.29,0.75,0.66,4.35,324.3,527.88,62.7752081406105,0.513,55.68,0
"CERRO LARGO","Rio Grande do Sul",430520,48.97,16.44,0.764,36.83,489.08,862.05,76.2595076470107,0.664,51.39,12.38
"CHAPADA","Rio Grande do Sul",430530,59.59,28.24,0.757,37.08,484.24,860.15,77.6288617214604,0.642,47.62,5.59
"CHARQUEADAS","Rio Grande do Sul",430535,47.05,31.61,0.747,32.78,525.56,734.59,39.7728137605602,0.649,40.79,13.36
"CHARRUA","Rio Grande do Sul",430537,19.41,0,0.62,11.5,310.36,618.89,99.4103621600722,0.501,67.32,0
"CHIAPETTA","Rio Grande do Sul",430540,72.48,17,0.732,26.44,349.23,632.18,81.0211035707127,0.606,51.28,8.69
"CHUÍ","Rio Grande do Sul",430543,65.83,35.74,0.706,51.72,623.18,535.86,-14.012002952598,0.654,55.77,6.72
"CHUVISCA","Rio Grande do Sul",430544,33.49,4.16,0.616,0,476.98,471.66,-1.11535074845905,0.481,50.54,0
"CIDREIRA","Rio Grande do Sul",430545,51.9,26.46,0.729,28.8,589.2,750.55,27.3845892735913,0.64,57.71,18.67
"CIRÍACO","Rio Grande do Sul",430550,43.41,13.76,0.719,17.39,493.04,725.12,47.0712315430797,0.595,51.79,3.18
"COLINAS","Rio Grande do Sul",430558,48.55,33.86,0.765,36.22,555.65,1066.39,91.9175740124179,0.625,50.21,13.78
"COLORADO","Rio Grande do Sul",430560,55.47,22.81,0.758,35.46,812.99,996.93,22.6251245402772,0.665,49.38,1.72
"CONDOR","Rio Grande do Sul",430570,41.85,15.07,0.747,20.78,467.25,777.62,66.4248261102194,0.609,53.74,2.57
"CONSTANTINA","Rio Grande do Sul",430580,69.99,10.47,0.754,38.99,466.21,732.39,57.0944424186525,0.63,51.43,2.35
"COQUEIRO BAIXO","Rio Grande do Sul",430583,57.38,0,0.692,43.91,418.35,634.31,51.62184773515,0.582,52.68,0
"COQUEIROS DO SUL","Rio Grande do Sul",430585,52.64,16.04,0.746,29.89,358.33,1208.56,237.275695587866,0.601,51.64,5.7
"CORONEL BARROS","Rio Grande do Sul",430587,66.11,0,0.744,7.52,435.9,1112.14,155.136499197064,0.612,41.69,0
"CORONEL BICACO","Rio Grande do Sul",430590,49.57,16.49,0.665,24.26,389.75,509.04,30.6067992302758,0.579,58.52,14.24
"CORONEL PILAR","Rio Grande do Sul",430593,68.3,0,0.727,0,650.91,942.36,44.7757754528276,0.602,45.28,0
"COTIPORÃ","Rio Grande do Sul",430595,33.64,41.15,0.741,22.71,632.21,943.48,49.2352224735452,0.645,50.98,10.81
"COXILHA","Rio Grande do Sul",430597,54.56,7.36,0.706,28.07,355.2,596.9,68.0461711711712,0.594,54.59,1.76
"CRISSIUMAL","Rio Grande do Sul",430600,72.58,21.62,0.712,22.66,355.37,630.54,77.4319723105496,0.589,51.44,11
"CRISTAL","Rio Grande do Sul",430605,16.44,0.64,0.644,2.21,362.45,575.45,58.7667264450269,0.537,56.23,0
"CRISTAL DO SUL","Rio Grande do Sul",430607,21.7,2.8,0.66,20.15,168.02,430.67,156.320676109987,0.516,53.28,0
"CRUZ ALTA","Rio Grande do Sul",430610,49.81,28.87,0.75,37.27,681.02,871.81,28.0153299462571,0.679,53.69,9.58
"CRUZALTENSE","Rio Grande do Sul",430613,54.69,0,0.719,17.72,392.45,723.18,84.2731558160275,0.582,52.34,0
"CRUZEIRO DO SUL","Rio Grande do Sul",430620,52.94,37.29,0.723,26.42,548.57,832.23,51.7089888254917,0.637,47.89,8.57
"DAVID CANABARRO","Rio Grande do Sul",430630,63.35,16.97,0.762,42.76,518.6,798.91,54.051291939838,0.629,50.81,4.34
"DERRUBADAS","Rio Grande do Sul",430632,66.77,3.41,0.707,36.75,363.52,497.31,36.8040272887324,0.573,57.88,0
"DEZESSEIS DE NOVEMBRO","Rio Grande do Sul",430635,21.1,17.26,0.654,8.44,225.27,391.3,73.7026679096196,0.529,61.54,11.98
"DILERMANDO DE AGUIAR","Rio Grande do Sul",430637,36.71,9.69,0.648,31.72,358.65,553.74,54.3956503554998,0.558,61.78,1.3
"DOIS IRMÃOS","Rio Grande do Sul",430640,42.8,42.64,0.743,41.28,670.69,921.37,37.3764332254842,0.676,41.36,25.82
"DOIS IRMÃOS DAS MISSÕES","Rio Grande do Sul",430642,71.23,16.8,0.67,46.1,310.62,446.59,43.7737428369068,0.559,61.43,5.12
"DOIS LAJEADOS","Rio Grande do Sul",430645,70.84,3.47,0.757,63.67,780.92,992.68,27.1167341084874,0.694,46.35,0
"DOM FELICIANO","Rio Grande do Sul",430650,21.4,2.85,0.587,4.52,351.98,409.72,16.4043411557475,0.47,55.7,0
"DOM PEDRO DE ALCÂNTARA","Rio Grande do Sul",430655,58.53,9.14,0.691,44.08,341.98,611.05,78.6800397684075,0.572,44.84,0
"DOM PEDRITO","Rio Grande do Sul",430660,53.13,17.92,0.708,32.95,552.19,686.15,24.2597656603705,0.621,55.18,5.22
"DONA FRANCISCA","Rio Grande do Sul",430670,67.52,36.73,0.697,34.18,488.03,698.57,43.1407905251727,0.605,59.07,4.08
"DOUTOR MAURÍCIO CARDOSO","Rio Grande do Sul",430673,60.46,16.61,0.706,52.02,359.34,652.63,81.6190794233873,0.65,49.2,3.65
"DOUTOR RICARDO","Rio Grande do Sul",430675,68.81,0,0.724,35,477.99,843.35,76.4367455386096,0.575,51.89,7.03
"ELDORADO DO SUL","Rio Grande do Sul",430676,37.88,19.53,0.717,25.01,527.06,692,31.2943497893978,0.62,54.07,9.87
"ENCANTADO","Rio Grande do Sul",430680,46.78,48.85,0.767,53.3,703.11,931.47,32.4785595426036,0.7,46.66,20.76
"ENCRUZILHADA DO SUL","Rio Grande do Sul",430690,38.59,15.85,0.657,14.21,430.96,539,25.0696120289586,0.551,55.34,3.48
"ENGENHO VELHO","Rio Grande do Sul",430692,40.94,7.95,0.717,10.72,324.42,775.44,139.023488071019,0.533,62.53,0
"ENTRE-IJUÍS","Rio Grande do Sul",430693,35.54,14.69,0.68,27.4,321.07,594.67,85.2150621359828,0.589,51.1,3.03
"ENTRE RIOS DO SUL","Rio Grande do Sul",430695,77.29,9.52,0.703,30.84,493.89,657.86,33.199700338132,0.595,53.86,6.7
"EREBANGO","Rio Grande do Sul",430697,42.45,16.04,0.712,6.08,347.17,583.76,68.1481694846905,0.606,60.2,2.66
"ERECHIM","Rio Grande do Sul",430700,62.24,28.08,0.776,36.55,704.34,1038.39,47.4273788227277,0.696,47.68,6.43
"ERNESTINA","Rio Grande do Sul",430705,73.78,17.78,0.716,52.92,521.4,634.28,21.6494054468738,0.642,50,6.8
"HERVAL","Rio Grande do Sul",430710,19.89,6.74,0.687,8.64,380.12,752.24,97.895401452173,0.548,56.51,5.44
"ERVAL GRANDE","Rio Grande do Sul",430720,32.16,0,0.681,22.08,360.29,677.58,88.0651697243887,0.56,55.78,0
"ERVAL SECO","Rio Grande do Sul",430730,47.89,15.81,0.685,30.36,279.83,505.57,80.6704070328414,0.538,59.82,3.27
"ESMERALDA","Rio Grande do Sul",430740,26.48,8.94,0.68,19.97,404.84,514.34,27.0477225570596,0.538,53.92,4.13
"ESPERANÇA DO SUL","Rio Grande do Sul",430745,53.64,18.79,0.661,17.86,211.47,502.89,137.806781103703,0.498,56.52,0
"ESPUMOSO","Rio Grande do Sul",430750,65.79,41.07,0.765,36.2,544.99,834.66,53.1514339712655,0.653,48.68,10.87
"ESTAÇÃO","Rio Grande do Sul",430755,58.11,16.48,0.753,45.94,495.21,862.69,74.206902122332,0.662,49.14,1.45
"ESTÂNCIA VELHA","Rio Grande do Sul",430760,42.4,34.29,0.757,26.03,648.85,848.45,30.7621175926639,0.674,46.8,17.51
"ESTEIO","Rio Grande do Sul",430770,42.01,32.18,0.754,26.53,728.6,955.86,31.1913258303596,0.693,46.02,7.98
"ESTRELA","Rio Grande do Sul",430780,45.43,50.26,0.767,33.08,652.25,1002.78,53.7416634725949,0.676,48.39,34.56
"ESTRELA VELHA","Rio Grande do Sul",430781,58.61,2.72,0.679,23.09,425.18,650.28,52.9422832682628,0.535,51.5,0
"EUGÊNIO DE CASTRO","Rio Grande do Sul",430783,69.02,2.9,0.712,24.42,401.13,613.5,52.9429362052203,0.621,52.6,0
"FAGUNDES VARELA","Rio Grande do Sul",430786,67.38,11.34,0.763,68.67,575.74,981.99,70.5613645048112,0.633,48.23,7.06
"FARROUPILHA","Rio Grande do Sul",430790,42.18,20,0.777,25.69,797.88,1045.05,30.978342607911,0.691,45.64,11.11
"FAXINAL DO SOTURNO","Rio Grande do Sul",430800,54.95,23.29,0.72,30.32,500.46,760.86,52.0321304399952,0.643,51.89,2.88
"FAXINALZINHO","Rio Grande do Sul",430805,22.66,0,0.666,34.7,400.81,445.67,11.1923355205708,0.574,58.34,0
"FAZENDA VILANOVA","Rio Grande do Sul",430807,44.59,15.42,0.698,6.3,431.75,734.82,70.1957151129126,0.548,53.9,12.59
"FELIZ","Rio Grande do Sul",430810,48.21,38.84,0.75,25.36,632.93,897.05,41.7297331458455,0.659,46.94,21.11
"FLORES DA CUNHA","Rio Grande do Sul",430820,37.24,15.38,0.754,25.37,919.61,1062.06,15.4902621763574,0.674,41.44,2.94
"FLORIANO PEIXOTO","Rio Grande do Sul",430825,72.31,2.23,0.663,0,293.23,626.67,113.71278518569,0.532,48.03,0
"FONTOURA XAVIER","Rio Grande do Sul",430830,23.23,1.19,0.661,10.44,303.1,511.46,68.7429891125041,0.504,58.95,1.23
"FORMIGUEIRO","Rio Grande do Sul",430840,21.76,13.8,0.682,20.97,338.94,586.75,73.1132353808934,0.579,52.91,4.65
"FORQUETINHA","Rio Grande do Sul",430843,40.63,9.83,0.683,0,354.59,812.72,129.199921035562,0.553,47.49,32.43
"FORTALEZA DOS VALOS","Rio Grande do Sul",430845,69.46,19.03,0.756,24.67,870.68,1021.84,17.3611430146552,0.658,51.52,10.54
"FREDERICO WESTPHALEN","Rio Grande do Sul",430850,59.23,29.18,0.76,20.39,582.2,875.03,50.2971487461353,0.683,50.69,5.19
"GARIBALDI","Rio Grande do Sul",430860,61.21,31.06,0.786,37.02,907.45,1355.37,49.3602953330762,0.712,43.75,16.12
"GARRUCHOS","Rio Grande do Sul",430865,18.69,2.36,0.671,15.86,252.82,476.17,88.3434854837434,0.549,55.85,0
"GAURAMA","Rio Grande do Sul",430870,63.23,17.16,0.738,60.74,532.99,765.58,43.6387174243419,0.662,50.45,4.8
"GENERAL CÂMARA","Rio Grande do Sul",430880,44.02,14.12,0.686,30.39,471.88,640.45,35.7230651860643,0.619,53.6,7.16
"GENTIL","Rio Grande do Sul",430885,64.25,5.33,0.733,72.32,463.09,662.04,42.9614113887149,0.628,44.22,0
"GETÚLIO VARGAS","Rio Grande do Sul",430890,70.47,24.14,0.746,48.56,519.09,837.17,61.2764645822497,0.665,52.35,6.97
"GIRUÁ","Rio Grande do Sul",430900,63.72,26.46,0.721,25.23,460.17,653.18,41.9431949062303,0.626,53.53,8.92
"GLORINHA","Rio Grande do Sul",430905,53.93,17.98,0.714,11.31,504.47,686.99,36.1805459194798,0.587,55.13,2.74
"GRAMADO","Rio Grande do Sul",430910,40.94,22.91,0.764,42.14,786.53,1045.52,32.9281782004501,0.698,45.62,20.14
"GRAMADO DOS LOUREIROS","Rio Grande do Sul",430912,36.83,0,0.685,18.12,292.86,491.1,67.6910469166154,0.573,61.91,0
"GRAMADO XAVIER","Rio Grande do Sul",430915,11.8,4.37,0.634,3.75,352.83,552.44,56.5739874727206,0.46,58.7,0
"GRAVATAÍ","Rio Grande do Sul",430920,18.71,12.5,0.736,14.38,577.3,737.29,27.7134938506842,0.661,48.76,4.71
"GUABIJU","Rio Grande do Sul",430925,61.02,21.06,0.758,35.01,547.25,1408.71,157.416171767931,0.674,49.87,14.24
"GUAÍBA","Rio Grande do Sul",430930,33.77,15.37,0.73,13.7,575.06,758.83,31.9566653914374,0.654,49.91,5.46
"GUAPORÉ","Rio Grande do Sul",430940,50.82,58.91,0.765,49.32,712.06,1035.41,45.4104991152431,0.67,48.48,20.89
"GUARANI DAS MISSÕES","Rio Grande do Sul",430950,56.7,25.47,0.737,30.88,341.17,615.87,80.517044288771,0.592,51.73,0.77
"HARMONIA","Rio Grande do Sul",430955,69.13,54.49,0.749,33.79,640.3,840.55,31.2744026237701,0.663,48.8,24.51
"HERVEIRAS","Rio Grande do Sul",430957,37.13,3.07,0.616,0.97,319.74,516.11,61.4155251141553,0.441,59.41,0
"HORIZONTINA","Rio Grande do Sul",430960,67.96,40.91,0.783,50.7,604.42,1037.04,71.5760563846332,0.725,45.32,8.63
"HULHA NEGRA","Rio Grande do Sul",430965,10.8,1.37,0.643,14.94,518.65,465.17,-10.311385327292,0.569,59.21,5.22
"HUMAITÁ","Rio Grande do Sul",430970,92.61,37,0.738,31.74,434.18,759.99,75.0403058639274,0.64,50.06,14.59
"IBARAMA","Rio Grande do Sul",430975,42.58,13.33,0.652,27.64,318.3,572.6,79.8931825322023,0.528,50.52,5.96
"IBIAÇÁ","Rio Grande do Sul",430980,51.67,18.48,0.739,17.77,860.45,940.93,9.35324539485152,0.677,47.69,7.52
"IBIRAIARAS","Rio Grande do Sul",430990,33.99,17.35,0.724,27.39,629.21,795,26.3489137172009,0.645,49.32,4.22
"IBIRAPUITÃ","Rio Grande do Sul",430995,46.49,9.34,0.638,4.85,293.4,544.81,85.6884798909339,0.527,58.24,0
"IBIRUBÁ","Rio Grande do Sul",431000,58.66,35.31,0.765,31.55,765.28,1062.3,38.8119381141543,0.674,47.62,16.32
"IGREJINHA","Rio Grande do Sul",431010,31.76,26.05,0.721,8.83,615.29,848.23,37.8585707552536,0.603,48.38,9.74
"IJUÍ","Rio Grande do Sul",431020,64.54,29.85,0.781,36.35,660.72,1066.65,61.4375227025064,0.683,49.27,7.64
"ILÓPOLIS","Rio Grande do Sul",431030,59.7,9.6,0.73,33.38,527.38,884.57,67.7291516553529,0.613,53.78,4.54
"IMBÉ","Rio Grande do Sul",431033,47.49,38.26,0.764,37.05,683.13,1359.66,99.0338588555619,0.677,51.02,16
"IMIGRANTE","Rio Grande do Sul",431036,39.6,53.17,0.743,29.67,672.05,928,38.0849639163753,0.69,46.19,8.65
"INDEPENDÊNCIA","Rio Grande do Sul",431040,63.81,16.64,0.693,18.31,440.28,665.99,51.2651040247116,0.601,54.27,1.98
"INHACORÁ","Rio Grande do Sul",431041,58.83,32.99,0.673,21.87,330.87,448.48,35.5456825943724,0.554,60.89,4.86
"IPÊ","Rio Grande do Sul",431043,45.16,13.46,0.728,13.04,467.9,856.32,83.0134644154734,0.615,46.43,0
"IPIRANGA DO SUL","Rio Grande do Sul",431046,58.65,0,0.791,63.74,576.84,1301.23,125.57901671174,0.673,45.89,0
"IRAÍ","Rio Grande do Sul",431050,51.36,11.9,0.691,32.94,493.62,564.49,14.3571978444958,0.595,52.56,5.29
"ITAARA","Rio Grande do Sul",431053,54.67,15.29,0.76,12.98,532.78,913.96,71.5454784338752,0.607,56.19,0
"ITACURUBI","Rio Grande do Sul",431055,5.47,1.61,0.657,16.24,317.87,593.23,86.626608361909,0.539,51.84,0
"ITAPUCA","Rio Grande do Sul",431057,51.82,0,0.664,25.03,383.38,660.33,72.2390317700454,0.495,60.47,0
"ITAQUI","Rio Grande do Sul",431060,53.63,15.68,0.713,30.83,432.79,576.71,33.2540030961898,0.63,56.06,6.16
"ITATI","Rio Grande do Sul",431065,33.67,7.42,0.669,4.76,411.21,592.8,44.1599182899249,0.554,57.03,12.45
"ITATIBA DO SUL","Rio Grande do Sul",431070,13.76,6.59,0.681,16.44,324.85,607.67,87.0617207942127,0.533,61.86,0
"IVORÁ","Rio Grande do Sul",431075,26.31,22.47,0.724,22.15,320.71,670.27,108.995665866359,0.637,49.58,0
"IVOTI","Rio Grande do Sul",431080,70.87,51.27,0.784,50.09,749.24,1025.02,36.8079654049437,0.697,42.87,17.51
"JABOTICABA","Rio Grande do Sul",431085,61.61,3.54,0.658,16.05,288.76,419.41,45.2451863138939,0.51,58.1,0
"JACUIZINHO","Rio Grande do Sul",431087,30.39,8.66,0.662,13.22,347.17,750.68,116.228360745456,0.466,58.84,0
"JACUTINGA","Rio Grande do Sul",431090,68.12,25.33,0.726,29.31,442.73,636.24,43.7083549793328,0.62,50.14,7.77
"JAGUARÃO","Rio Grande do Sul",431100,40.77,8.33,0.707,33.23,518.13,616.82,19.0473433308243,0.62,52,6.5
"JAGUARI","Rio Grande do Sul",431110,35.38,8.52,0.712,4.12,487.97,772.25,58.257679775396,0.601,54.17,1.22
"JAQUIRANA","Rio Grande do Sul",431112,11.95,2.35,0.614,1.65,302.55,392.53,29.740538753925,0.47,63.02,1.46
"JARI","Rio Grande do Sul",431113,35.41,0,0.631,4.05,271.98,418.18,53.7539524965071,0.516,53.92,0
"JÓIA","Rio Grande do Sul",431115,37.35,16.27,0.686,29.65,356.75,521.7,46.2368605466013,0.587,54.41,9.51
"JÚLIO DE CASTILHOS","Rio Grande do Sul",431120,41.05,24.5,0.716,36.28,500.83,765.91,52.9281392887806,0.626,56.62,9.38
"LAGOA BONITA DO SUL","Rio Grande do Sul",431123,20.12,0,0.67,6.58,332.98,608.88,82.857829299057,0.533,49.24,0
"LAGOÃO","Rio Grande do Sul",431125,27.18,1.63,0.643,22.72,209.24,432.78,106.834257312177,0.476,62.44,0
"LAGOA DOS TRÊS CANTOS","Rio Grande do Sul",431127,85.44,42.29,0.789,32.23,572.12,933.6,63.1825491155702,0.664,45.66,23.47
"LAGOA VERMELHA","Rio Grande do Sul",431130,54.43,16.73,0.738,35.51,512.76,771.47,50.4544036196271,0.65,53.44,5.21
"LAJEADO","Rio Grande do Sul",431140,48.34,52.22,0.778,46.34,805.03,1130.85,40.4730258499683,0.715,44.64,26.12
"LAJEADO DO BUGRE","Rio Grande do Sul",431142,45.88,1.77,0.613,13.75,236.73,343.1,44.9330460862586,0.504,58.8,0
"LAVRAS DO SUL","Rio Grande do Sul",431150,54.38,22.46,0.699,29.63,476.08,559.67,17.5579734498404,0.629,54.02,7.86
"LIBERATO SALZANO","Rio Grande do Sul",431160,34.42,8.71,0.685,27.59,284.12,551.91,94.2524285513163,0.521,56.04,0
"LINDOLFO COLLOR","Rio Grande do Sul",431162,56.97,30.67,0.712,16.99,426.26,672.81,57.8402852718998,0.54,45.87,5.11
"LINHA NOVA","Rio Grande do Sul",431164,61.69,39.7,0.749,86.6,432.65,857.79,98.2641858315035,0.611,49.24,8.7
"MACHADINHO","Rio Grande do Sul",431170,57.06,9.36,0.692,26.01,323.25,669.6,107.146171693736,0.571,53.48,10.36
"MAÇAMBARÁ","Rio Grande do Sul",431171,52.23,3.41,0.684,19.61,426.54,499.71,17.1543114362076,0.562,54.64,0
"MAMPITUBA","Rio Grande do Sul",431173,28.16,7.97,0.649,21.54,300.14,456.27,52.0190577730392,0.518,56.16,8.97
"MANOEL VIANA","Rio Grande do Sul",431175,32.08,3.82,0.655,26.7,332.78,570.72,71.5006911473046,0.543,54.4,0
"MAQUINÉ","Rio Grande do Sul",431177,36.83,7.86,0.682,17.06,448.96,604.04,34.5420527441197,0.579,55.31,4.52
"MARATÁ","Rio Grande do Sul",431179,15.42,26.01,0.697,32.63,513.45,745.31,45.157269451748,0.591,53.51,18.27
