"name","id","Taxa de desocupação - 18 anos ou mais 2010","Taxa de desocupação - 18 a 24 anos 2010","Taxa de desocupação - 25 a 29 anos 2010","IDHM 1991","IDHM 2000","IDHM 2010","IDHM Renda 1991","IDHM Renda 2000","IDHM Renda 2010","% de 0 a 5 anos na escola 2010","% de 18 a 24 anos na escola 2010","% de 25 a 29 anos na escola 2010","Taxa de frequência bruta à pré-escola 2010","Taxa de frequência bruta ao superior 2010","Taxa de frequência líquida à pré-escola 2010","Taxa de frequência líquida ao superior 2010","Renda per capita 1991","Renda per capita 2000","Renda per capita 2010",,,,,,,,
"Alto Feliz",4300570,0.89,1.51,,0.5,0.64,734,0.59,663,0.74,63,20.18,12.78,48.32,36.36,42.11,12.98,313.51,495.53,802.2,,,,,,,,
"Alto Garças",5100409,7.71,12.17,8.23,451,626,701,594,725,707,37,30.1,18.57,59.91,28.5,57.91,14.5,322.24,728.9,651.91,,,,,,,,
"Alto Horizonte",5200555,4.63,9.65,1.15,342,557,719,528,585,709,61,26.08,10.16,73.74,23.58,52.92,13.84,213.55,305.61,661.19,,,,,,,,
"Alto Jequitibá",3153509,2.54,3.02,1.61,406,572,0.66,527,611,0.66,19,21,3.72,35.54,18.02,35.54,13.6,212.5,358.89,486.73,,,,,,,,
"Alto Longá",2200301,5.1,14.79,6.19,258,367,585,378,436,567,39,30.78,16.13,63.94,10.16,56.88,5.23,84.02,120.79,272.28,,,,,,,,
"Altônia",4100509,2.67,7.12,4.48,468,0.61,721,541,615,0.69,51,23.18,5.84,83.61,21.89,69.91,12.88,231.77,367.42,585.49,,,,,,,,
"Alto Paraguai",5100508,7.7,14.85,7.43,331,507,638,518,558,612,30,30.34,12.19,43.88,13.84,41.58,7.37,200.79,257.07,360.06,,,,,,,,
"Alto Paraíso",1100403,2.33,5.57,2.45,269,446,625,454,649,664,17,21.39,14.04,30.53,12.3,27.99,5.19,134.82,454.28,498.49,,,,,,,,
"Alto Paraíso",4128625,3.61,7.52,2.55,383,0.53,678,514,0.57,677,40,20.39,4.61,77.66,18.21,76.45,9.14,195.49,277.09,540.24,,,,,,,,
"Alto Paraíso de Goiás",5200605,6.61,15.2,7.36,428,572,713,555,0.64,723,41,25.1,12.91,70.53,20.97,64.84,7.07,253.57,428.31,719.11,,,,,,,,
"Alto Paraná",4100608,4.82,9.95,6.7,467,607,696,564,625,679,41,15.71,4.17,70.62,11.32,61.45,6.99,267.22,390.74,548.25,,,,,,,,
"Alto Parnaíba",2100501,12.34,25.98,12,308,435,633,473,504,683,38,28.46,11.5,45.24,12.36,39.93,4.69,152.16,184.36,559.61,,,,,,,,
"Alto Piquiri",4100707,4.83,10.1,6.99,401,587,676,524,653,669,40,25.44,12.83,51.56,23.73,43.29,11.76,208.34,466.19,515.07,,,,,,,,
"Alto Rio Doce",3102100,3.32,11.16,2.17,298,493,0.62,448,547,595,32,21.06,6.66,85.54,14.4,66.48,11.44,129.83,241.36,323.95,,,,,,,,
"Alto Rio Novo",3200359,7,11.92,11.31,364,564,664,524,604,634,44,22.03,5.48,69.72,17.36,66.25,10.8,208.09,344.14,413.59,,,,,,,,
"Altos",2200400,6.74,16.78,9.22,316,424,614,434,487,0.59,35,33.72,16.83,60.66,15.82,47.18,4.8,119,165.75,314.48,,,,,,,,
"Alto Santo",2300705,5.38,6.18,6.69,304,438,601,438,506,563,46,20.08,6.15,119.33,11.84,79.64,5.02,121.94,186.45,265.07,,,,,,,,
"Alto Taquari",5100607,2.4,3.88,2.64,455,634,705,606,757,736,39,13.97,8.65,74.89,15.1,54.01,5.83,347.05,889.51,781.26,,,,,,,,
"Alumínio",3501152,10.2,21.11,11.69,515,682,766,661,693,729,57,22.98,11.62,87.68,30.79,68.92,13.56,489.03,597.76,747.27,,,,,,,,
"Alvarães",1300029,3.46,8.63,6.74,306,373,527,487,504,499,25,41.74,24.39,30.31,9.2,19.81,4.67,165.64,184.29,178.67,,,,,,,,
"Alvarenga",3102209,6.24,13.71,15.54,315,482,592,443,0.53,589,29,30.07,17.71,46.94,12.37,40.61,6.97,126.24,216.66,312.46,,,,,,,,
"Álvares Florence",3501202,4.69,15.02,2.74,478,665,728,537,663,701,46,13.3,4.9,73.16,16.38,64.11,8.19,226.48,496.24,627.14,,,,,,,,
"Álvares Machado",3501301,6.56,13.56,7.43,538,661,758,605,669,712,44,25.99,7.98,78.7,27.42,73.1,19.04,345.69,514.41,672.03,,,,,,,,
"Álvaro de Carvalho",3501400,7.37,13.08,17.26,421,0.56,688,533,577,669,36,18.23,10.93,81.89,6.56,78.75,4.09,220.18,290.82,512.99,,,,,,,,
"Alvinlândia",3501509,6.12,11.85,2.4,461,555,722,574,614,721,59,23.55,9.42,107.08,44.57,76.03,18.6,285.04,364.53,710.49,,,,,,,,
"Alvinópolis",3102308,6.28,13.64,10.65,443,574,676,548,594,651,44,23.31,11.2,79.5,21.17,75.49,7.72,242.6,322.13,460.96,,,,,,,,
"Alvorada",1700707,3.39,7.79,3.83,471,578,708,636,655,677,30,15.77,3.73,48.43,12.65,37.47,5.24,417.88,471.53,539.26,,,,,,,,
"Alvorada",4300604,7.15,13.96,8.21,472,582,699,0.6,0.64,694,21,22.38,10.08,24.06,17.24,19.65,7.19,334.82,428.88,600.48,,,,,,,,
"Alvorada de Minas",3102407,11.9,17.01,15.35,316,434,572,441,0.53,0.57,37,28.78,19.89,67.67,10.41,46,3.63,124.76,216.72,277.99,,,,,,,,
"Alvorada D'Oeste",1100346,4.82,10.03,5.37,313,469,643,458,592,654,19,21.42,10.15,35.93,15.58,34.68,6.23,138.64,318.86,469.26,,,,,,,,
"Alvorada do Gurguéia",2200459,10.39,17.1,18.48,273,403,578,344,467,0.52,51,36.68,13.95,109.83,4.81,71.9,2.95,67.94,146.1,203.23,,,,,,,,
"Alvorada do Norte",5200803,8.33,18.62,9.76,402,533,0.66,545,587,0.64,37,21.6,9.83,44.88,13.27,41.99,4.23,237.45,308.86,429.63,,,,,,,,
"Alvorada do Sul",4100806,5.71,16.06,6.57,504,646,708,583,636,695,38,30.08,10.32,59.84,28.9,54.69,17.05,300.46,417.84,605.41,,,,,,,,
"Amajari",1400027,20.96,21.9,36.76,333,0.42,484,556,499,437,18,20.03,5.15,27.85,4.45,24.29,0.49,254.07,179.02,121.32,,,,,,,,
"Amambai",5000609,4.49,9.9,4.38,447,576,673,605,649,683,31,25.76,14.18,50.09,28.1,47.07,13.84,345.93,455.04,561.14,,,,,,,,
"Amapá",1600105,14.29,28.63,15.21,391,498,642,535,567,631,40,24.06,10.54,75.12,11.95,62.35,2.63,223.63,273.32,406.9,,,,,,,,
"Amapá do Maranhão",2100550,8.9,17,12.59,165,327,0.52,0.46,447,503,40,34.37,16.31,59.3,11.5,44.34,2.65,140.3,129.21,182.63,,,,,,,,
"Amaporã",4100905,4.46,9.09,6.5,407,592,669,0.5,0.61,644,24,15.24,9.93,34.74,21.11,31.53,7.87,179.21,356.94,441.01,,,,,,,,
"Amaraji",2600906,10.79,25.59,9.73,309,423,0.58,433,0.48,575,38,24.8,10.27,49.96,4.56,36.49,2.26,118.2,159,286.59,,,,,,,,
"Amaral Ferrador",4300638,0.55,,1.06,356,507,624,572,618,664,12,20.62,5.19,28.41,15.33,28.41,7.08,280.83,374.38,499.77,,,,,,,,
"Amaralina",5200829,5.42,25.08,1.18,264,484,609,547,558,569,20,26.91,6.67,22.97,4.43,18.49,2.75,241.27,257.16,276.05,,,,,,,,
"Amarante",2200509,5.25,12.52,8.52,364,0.46,598,433,476,574,38,27.94,9.36,76.41,16.65,60.35,6.11,118.73,155.03,284.71,,,,,,,,
"Amarante do Maranhão",2100600,5.31,11.02,5.64,284,374,555,418,0.43,541,39,34.54,14.19,73.72,12.96,61.25,5.51,107.77,116.3,231.79,,,,,,,,
"Amargosa",2901007,11.32,19.2,12.61,375,487,625,473,552,616,60,36.42,16.38,65.1,20.32,52.31,7.63,151.7,248.64,369.84,,,,,,,,
"Amaturá",1300060,8.87,18.67,17.77,254,413,0.56,425,436,499,40,48.4,31.42,29.48,13.32,21.13,7,112.32,120.37,178.69,,,,,,,,
"Amélia Rodrigues",2901106,16.91,28.85,22,379,513,666,483,552,609,50,28.59,9.8,97.06,13.77,68.61,4.93,161.36,248.2,354.66,,,,,,,,
"América Dourada",2901155,20.15,29.99,21.34,0.29,391,561,427,453,506,39,17.64,9.28,41.48,7.41,35.69,1.96,113.88,134.24,186.1,,,,,,,,
"Americana",3501608,4.92,10.19,4.8,609,735,811,735,765,0.8,59,32.74,15.54,93.02,48.79,78.4,25.24,774.3,937.29,1161.68,,,,,,,,
"Americano do Brasil",5200852,5.11,6.76,8.02,422,591,0.7,591,658,669,32,20.38,9.6,68.39,11.94,68.39,7.72,316.59,481.55,512.95,,,,,,,,
"Américo Brasiliense",3501707,10.25,22.57,8.46,527,658,751,659,659,709,55,10.96,5.94,94.87,12.32,73.49,4.68,484.46,483.88,659.67,,,,,,,,
"Américo de Campos",3501806,3.64,11.44,5.84,489,644,745,595,652,715,42,25.8,4.21,81.14,29.05,81.14,20.86,324.88,462.61,686.56,,,,,,,,
"Ametista do Sul",4300646,3.39,7.6,7.93,392,539,682,512,627,697,33,24.68,7.29,43.41,20.76,40.25,14.21,193,394.83,611.2,,,,,,,,
"Amontada",2300754,6.89,14.09,5.3,241,423,606,366,441,503,49,22.42,10.13,73.35,11.82,51.41,4.08,77.94,124.16,182.47,,,,,,,,
"Amorinópolis",5200902,5.31,16.95,5.35,435,559,681,589,605,672,31,40.15,21.91,38.64,39.98,32.99,17.67,312.21,344.85,523.25,,,,,,,,
"Amparo",2500734,8.61,22.1,3.95,0.26,392,606,327,469,537,38,21.23,11.98,135.3,12.14,88.79,6.45,61.38,147.9,225.5,,,,,,,,
"Amparo",3501905,5.05,10.68,6.72,578,716,785,688,754,0.78,53,25.16,10.2,93.73,29.27,71.28,16.78,579.63,874.72,1027.6,,,,,,,,
"Amparo de São Francisco",2800100,7.18,19.47,9.2,314,0.42,611,397,477,569,36,22.09,7.05,59.78,5.58,54.83,3.09,94.58,155.75,275.32,,,,,,,,
"Amparo do Serra",3102506,6.03,17.01,4.95,353,458,641,456,542,616,27,26.61,9.34,61.05,18.47,61.05,11.48,136.59,233.84,368.72,,,,,,,,
"Ampére",4101002,2.89,6.02,1.32,419,615,709,524,654,699,37,27.77,10.15,28.9,28.81,24.95,16.98,208.12,468.09,618.76,,,,,,,,
"Anadia",2700201,14.21,27.69,18.65,302,428,568,433,491,546,35,27.65,12.59,62.08,9.99,52.64,4.81,118.12,170.3,239.53,,,,,,,,
"Anagé",2901205,6.95,14.87,4.55,191,308,0.54,385,431,549,30,36.54,18.01,48.74,6.1,41.14,2.06,87.62,116.86,243.52,,,,,,,,
"Anahy",4101051,3.15,14.96,2.04,398,595,695,501,558,671,34,20.76,6.3,45.02,18.3,45.02,14.11,180.2,258.32,520.88,,,,,,,,
"Anajás",1500701,6.95,11.61,8.17,197,307,484,473,502,506,22,33.17,15.7,27.29,6.29,23.2,2.13,152.02,182.07,186.88,,,,,,,,
"Anajatuba",2100709,8.73,19.93,13.55,0.26,397,581,388,412,523,49,26.93,7.39,86.07,6.39,60.58,1.59,89.59,103.91,207.65,,,,,,,,
"Analândia",3502002,7.17,12.82,5.59,493,685,754,641,0.7,745,50,21.55,8.49,80.9,28.47,69.63,14.37,431.02,625.27,823.33,,,,,,,,
"Anamã",1300086,7.72,14.66,6.22,307,408,594,504,514,537,38,29.01,10.85,47.05,8.6,39.58,1.8,184.6,196.17,226.82,,,,,,,,
"Ananás",1701002,5.51,12.39,7.58,295,496,671,457,547,621,39,29.81,8.41,82.97,23.19,68.08,12.57,137.47,241.29,380.36,,,,,,,,
"Ananindeua",1500800,10.82,22.94,13.12,516,606,718,608,0.62,684,41,33.97,15.55,75.28,25.69,55.92,11.04,352.06,379.8,564.76,,0.69,,579.52,,0.68,,551.07
"Anápolis",5201108,6.21,13,7.41,518,641,737,0.65,691,737,23,34.62,15.45,41.3,39.03,33.9,19.72,457.07,589.77,785.17,,0.74,,798.55,,0.73,,772.43
"Anapu",1500859,3.83,4.3,6.24,0.25,392,548,391,537,563,16,25.59,8.28,31.74,12.81,29.06,4.41,91.1,226.8,266.28,,,,,,,,
"Anapurus",2100808,7.75,11.14,8.98,292,421,581,393,528,511,45,40.33,14.99,72.34,11.85,48.92,3.88,92.28,214.42,192.8,,,,,,,,
"Anastácio",5000708,5.83,10.24,7.95,362,517,663,525,598,663,39,30.02,16.59,44.63,33.65,40.85,12.59,210.03,331.54,495.48,,,,,,,,
"Anaurilândia",5000807,6.45,14.03,12.38,359,516,0.67,578,615,676,32,25.63,7.41,59.84,19.39,57.64,11.15,291.53,366.96,538.13,,,,,,,,
"Anchieta",3200409,8.18,16.12,9.67,472,627,0.73,567,0.65,696,65,22.92,12.09,97.33,21.86,65.16,8.94,272.54,456.42,608.42,,,,,,,,
"Anchieta",4200804,2.72,7.88,2.68,418,563,699,526,573,703,59,26.89,16.08,100.47,34.45,82.37,18.67,211.18,283.03,636.15,,,,,,,,
"Andaraí",2901304,16.79,31.26,21.24,279,375,555,462,488,0.54,28,32.8,8.98,42.64,4.93,35.07,1.76,141.95,166.27,230.36,,,,,,,,
"Andirá",4101101,7.37,18.66,5.51,504,644,725,578,654,0.69,59,26.88,6.34,84.82,27.32,70.73,13.12,291.12,467.95,587.51,,,,,,,,
"Andorinha",2901353,5.76,10.49,9.48,206,383,588,416,471,586,40,31.64,13.19,60,8.01,46.57,1.1,106.7,150.09,305.81,,,,,,,,
"Andradas",3102605,2.12,3.77,3.36,499,644,734,657,723,731,43,24.75,9.98,65.45,27.35,60.05,14.96,478.27,720.43,754.39,,,,,,,,
"Andradina",3502101,6.39,13.41,6.54,0.56,717,779,653,0.72,762,48,33.75,14.84,98.69,41.11,79.78,21.65,464.09,707.79,919.36,,,,,,,,
"André da Rocha",4300661,0.71,3.41,,504,591,0.72,601,704,738,37,23.78,19.78,68.7,34.53,62.04,11.16,337.21,639.6,792.19,,,,,,,,
"Andrelândia",3102803,5.04,8.1,10.61,441,571,0.7,543,638,675,30,23.6,4.92,69.06,13.49,62.74,9.11,234.65,423,534.68,,,,,,,,
"Angatuba",3502200,4.68,9.83,5.9,435,612,719,627,664,693,44,21.7,8.75,83.13,24.16,81.98,7.41,395.07,499.03,597.99,,,,,,,,
"Angelândia",3102852,5.23,13.13,4.34,289,413,597,437,574,594,25,38.68,10.35,48.9,19.55,46.86,15.37,121.31,284.15,322.8,,,,,,,,
"Angélica",5000856,5.61,8.7,8.22,427,552,697,534,583,692,40,22.63,4.54,73.05,18.06,61.3,11.95,221.77,301.27,592.27,,,,,,,,
"Angelim",2601003,4.6,10.45,8.29,326,434,572,423,484,555,41,35.41,19.87,60.34,9.59,48.27,2.89,111.48,162.3,253.26,,,,,,,,
"Angelina",4200903,0.69,0.53,1.68,433,552,687,546,599,699,46,22.62,14.87,91.57,16.72,78.21,9.13,238.92,332.77,618.55,,,,,,,,
"Angical",2901403,6.54,16.16,8.43,312,426,625,432,462,564,53,25.37,9.11,60.12,7.51,51.53,3.13,117.98,141.71,266.89,,,,,,,,
"Angical do Piauí",2200608,7.58,25.66,7.31,0.41,476,0.63,451,0.46,0.61,48,39.27,15.92,89.25,14.54,60.46,9.78,132.33,140.04,356.17,,,,,,,,
"Angico",1701051,4.91,17.58,2.32,235,485,648,379,531,576,34,33.71,8.45,62.39,34.68,62.39,16.92,84.69,218.35,288.86,,,,,,,,
"Angicos",2400802,10.21,19.8,16,401,528,624,447,543,606,37,23.55,7.22,60.57,15.33,47.01,6.14,129.47,234.2,347.65,,,,,,,,
"Angra dos Reis",3300100,8.17,18.19,9.75,492,599,724,625,684,0.74,43,30.14,13.37,60.82,17.73,48.11,7.26,390.55,563.68,798.68,,,,,,,,
"Anguera",2901502,13.68,23.28,20.33,285,427,589,384,457,565,46,31.06,12.74,66.19,7.82,36.31,3.21,87.4,137.73,269,,,,,,,,
"Ângulo",4101150,4.31,8.35,1.22,459,629,721,513,646,705,71,10.89,9.85,80.02,19.21,71.45,7.55,194.8,445.96,641.37,,,,,,,,
"Anhanguera",5201207,2.12,5.63,1.78,518,589,725,0.52,635,724,57,34.91,11.27,61.75,37.74,54.77,21.77,203.63,415.18,721.84,,,,,,,,
"Anhembi",3502309,4.1,6.85,6.25,477,626,721,0.6,662,681,52,13.66,8.37,86.67,16.12,69.8,5.17,334.3,492.76,554.16,,,,,,,,
"Anhumas",3502408,3.56,11.53,0.83,513,585,741,556,596,683,66,15.69,5.08,81.8,17.53,81.8,12.22,254.53,325.95,561.82,,,,,,,,
"Anicuns",5201306,7.18,13.65,7.07,428,598,714,554,642,695,38,34.74,10.26,58.11,32.33,51.17,20.44,251.3,434.18,604.97,,,,,,,,
"Anísio de Abreu",2200707,8.26,12.61,11.17,289,425,594,376,0.49,534,42,19.36,6.46,69.67,11.38,62.53,7.01,82.78,168.48,221.91,,,,,,,,
"Anita Garibaldi",4201000,2.01,5.11,2.23,396,544,688,474,586,667,52,19.55,17.7,50.73,23.07,47.22,13.01,152.67,307.47,506.94,,,,,,,,
"Anitápolis",4201109,0.34,2.5,,399,552,674,0.57,654,699,49,23.22,6.32,47.59,20.89,42.71,12.32,277.15,468.98,620.8,,,,,,,,
"Anori",1300102,8.92,17.41,9.97,357,428,561,489,502,0.54,28,27.07,8.79,45.12,4.69,40.79,3.2,168.24,181.92,229.94,,,,,,,,
"Anta Gorda",4300703,0.66,1.58,0.77,486,642,0.74,0.63,724,742,21,21.76,6.78,53.44,28.38,53.44,18.54,403.5,724.85,810.41,,,,,,,,
"Antas",2901601,10.46,22.17,11.69,309,444,592,454,518,573,55,24.86,8.49,61.55,6.83,42.97,3.24,134.92,200.31,283.59,,,,,,,,
"Antonina",4101200,8.49,25.45,8.53,438,582,687,563,625,686,27,27.86,10.06,40.48,17.28,36.83,7.31,266.3,391.94,572.38,,,,,,,,
"Antonina do Norte",2300804,6.86,15.85,6.81,309,431,599,409,0.48,0.55,54,26.22,12.54,37.04,20.86,32.75,7.94,102.26,158.85,244.83,,,,,,,,
"Antônio Almeida",2200806,12.28,28.32,13.7,0.32,478,0.62,332,481,579,60,39.17,17.07,18.9,18.84,11.18,12.25,63.16,159.48,293.53,,,,,,,,
"Antônio Cardoso",2901700,4.66,11.18,4.69,249,395,561,348,473,544,34,38.29,11.01,59.08,4.51,49.09,2.64,69.76,151.88,236.86,,,,,,,,
"Antônio Carlos",3102902,9.63,26.24,14.13,422,564,683,502,601,0.65,33,21.08,10.03,76.41,14.14,66.58,5.93,181.91,336.82,457.02,,,,,,,,
"Antônio Carlos",4201208,1.21,1.89,3.31,464,661,749,598,692,768,40,21.07,4.91,87.23,25.06,73.01,17.45,330.39,592.02,952.53,,,,,,,,
"Antônio Dias",3103009,7.83,8.12,15.27,0.33,497,645,492,547,624,32,24.02,7.94,98.31,14.22,80.17,7.99,170.92,240.95,387.61,,,,,,,,
"Antônio Gonçalves",2901809,6.15,11.13,8.94,284,422,598,398,468,0.58,63,32.05,13.17,56.62,18.95,41.98,2.85,94.94,147,295.7,,,,,,,,
"Antônio João",5000906,4.79,7.31,6.4,373,509,643,534,553,633,43,23.65,14.24,59.9,25.61,52.34,9.28,221.28,249.89,411.49,,,,,,,,
"Antônio Martins",2400901,6.92,13.26,15.05,294,435,578,397,444,554,34,25.25,13.61,71.45,33.6,58.37,11.27,94.59,126.42,251.04,,,,,,,,
"Antônio Olinto",4101309,6.02,11.79,6.93,317,495,656,473,538,626,36,16.65,5.86,65.31,15.55,53.09,7.77,151.57,227.23,393.68,,,,,,,,
"Antônio Prado",4300802,1.78,4.1,0.45,543,683,758,0.7,744,777,48,27.78,15.03,66.99,33.2,59.63,18.78,623.98,819.69,1004.85,,,,,,,,
"Antônio Prado de Minas",3103108,3.04,4.26,6.9,421,0.59,684,461,604,674,52,29.08,5.36,98.93,17.78,73.45,10.94,141.34,342.34,529.54,,,,,,,,
"Aparecida",2500775,8.53,23.11,10.65,253,425,578,392,523,567,26,24.78,12.4,48.62,13.07,40.6,5.26,91.96,207.5,271.98,,,,,,,,
"Aparecida",3502507,4.79,10.54,6.67,569,689,755,688,703,735,56,25.73,14.77,74.29,22.44,55.59,9.43,577.29,636.55,775.17,,,,,,,,
"Aparecida de Goiânia",5201405,5.44,9.96,6.74,445,582,718,584,628,716,24,30.51,14.16,44.83,26.15,35.53,12.77,303.36,399.29,689.3,,0.72,,722.66,,0.71,,657.1
"Aparecida D'Oeste",3502606,2.73,5.04,2.9,468,626,721,583,661,697,49,37.74,5.62,96.58,38.86,86.88,32.3,301.67,488.92,611.22,,,,,,,,
"Aparecida do Rio Doce",5201454,5.74,10.42,4.2,373,565,693,527,632,0.7,24,28.14,17.29,58.64,31.1,51.03,15.08,212.57,409.31,623.58,,,,,,,,
"Aparecida do Rio Negro",1701101,4.99,12.27,4.4,373,479,651,487,513,593,35,27.31,6.67,63.54,20.68,54.76,7.54,165.55,194.8,320.54,,,,,,,,
"Aparecida do Taboado",5001003,5.68,9.65,4.49,473,579,697,619,649,717,35,22.94,7.44,66.13,24.13,57.31,15.01,376.74,453.43,692.79,,,,,,,,
"Aperibé",3300159,4.54,13.02,4.17,483,0.62,692,535,661,0.67,66,28.4,8.12,110.66,24.37,81,14.19,223.24,488.93,516.14,,,,,,,,
"Apiacá",3200508,5.98,12.71,6.59,426,553,673,538,609,659,31,27.46,5.51,49.69,16.95,44.34,12.89,227.16,354.28,482.94,,,,,,,,
"Apiacás",5100805,3.75,7.62,3.23,386,501,675,592,627,666,29,24.09,16.59,41.7,14.6,38.27,8.41,318.01,395.54,504.04,,,,,,,,
"Apiaí",3502705,7.5,15.98,13.01,442,605,0.71,576,608,662,36,11.75,7.87,58.71,16.32,56.4,4.78,288.77,352.29,492.43,,,,,,,,
"Apicum-Açu",2100832,3.07,7,4.15,238,327,568,377,383,529,45,36.47,12.18,77.77,13.63,50.25,5.68,83.54,86.97,215.17,,,,,,,,
"Apiúna",4201257,0.91,1.99,0.58,0.41,578,708,588,657,735,49,17.72,7.74,55.54,14.99,51.18,8.7,311.12,478.41,776.69,,,,,,,,
"Apodi",2401008,9.54,26.01,11.57,357,502,639,453,497,611,51,37.47,13.65,73.06,26.65,57.35,15.25,133.8,176.32,358.66,,,,,,,,
"Aporá",2901908,4.09,6.08,5.04,284,398,548,414,461,516,43,25.99,13.6,62.08,8.88,58.46,1.86,105.45,141.06,199.04,,,,,,,,
"Aporé",5201504,6.9,7.05,4.37,372,574,693,589,698,692,38,13.77,6.24,41.98,18.71,41.98,9.35,312.45,616.48,595.05,,,,,,,,
"Apuarema",2901957,12.31,25.55,15.68,0.25,386,552,405,456,555,43,34.47,18.25,65.04,16.88,45.02,5.55,99.74,136.25,252.3,,,,,,,,
"Apucarana",4101408,3.26,7.42,3.55,535,669,748,628,685,741,40,30.97,11.69,45.39,32.98,34.68,19.44,399.06,566.79,804.81,,,,,,,,
"Apuí",1300144,6.54,12.72,8.32,322,437,637,542,556,621,39,22.14,10.88,46.59,11.52,39.9,6.66,233.59,254.78,380.62,,,,,,,,
"Apuiarés",2300903,5.1,11.18,3.79,274,431,618,378,437,536,60,16.04,13.72,61.4,12.14,47.23,3.91,84.24,121.31,224.63,,,,,,,,
"Aquidabã",2800209,9.48,22.97,12.29,325,428,578,466,497,573,48,34.26,8.74,89.84,14.77,69.14,6.62,145.46,176.37,282.19,,,,,,,,
"Aquidauana",5001102,6.12,16.72,6.4,447,556,688,597,0.66,0.69,37,34.11,20.16,49.7,31.58,43.74,11.71,329.49,485.81,585.62,,,,,,,,
"Aquiraz",2301000,7.5,12.55,9.54,327,499,641,469,548,608,44,20.14,6.67,81.92,8.74,61.12,4.63,147.8,242.56,352.6,,,,,,,,
"Arabutã",4201273,2.21,2.21,4.06,451,623,733,591,701,744,49,23.11,10.89,100.21,22.63,79.48,10.92,317.42,628.9,820.78,,,,,,,,
"Araçagi",2500809,5.35,15.36,8.36,0.26,389,549,381,445,0.54,37,29.67,7.53,67.15,7.94,57.11,5.29,85.87,127.4,230.52,,,,,,,,
"Araçaí",3103207,5.15,12.84,3.66,477,576,695,588,589,659,45,31.83,6.78,67.12,18.08,42.89,11.56,310.2,312.64,482.4,,,,,,,,
"Aracaju",2800308,10.76,22.1,13.2,545,648,0.77,669,719,784,49,44.16,20.01,91.48,56.94,60.13,27.07,513.29,700.81,1052.03,,0.79,,1064.08,,0.78,,1041.46
"Araçariguama",3502754,7.26,14.19,9.88,426,602,704,612,674,717,40,21.05,8.29,70.19,20.4,60.58,9.25,360.58,530.33,691.69,,,,,,,,
"Araças",2902054,14.06,30.91,18.51,255,363,0.57,407,439,0.54,43,37.9,10.74,76.85,2.08,52.24,0.83,100.62,122.88,230.75,,,,,,,,
"Aracati",2301109,10.1,23.38,15.98,371,523,655,481,0.53,607,54,19.94,7.05,94.39,14.56,64.12,6.77,159.15,216.08,349.26,,,,,,,,
"Aracatu",2902005,4.26,6.01,6.88,237,342,581,355,454,591,46,35.17,18.12,44.41,7.45,40.8,3.31,72.75,134.64,316.6,,,,,,,,
"Araçatuba",3502804,5.57,11.67,6.97,0.59,744,788,715,775,782,62,31.99,11.79,76.16,42.07,61.65,22.59,683.15,994.3,1036.09,,,,,,,,
"Araci",2902104,6.45,12.95,7.03,244,362,534,0.37,431,534,38,32.9,12.78,82.51,8.99,64.38,2.24,80.04,116.99,221.98,,,,,,,,
"Aracitaba",3103306,9.89,25.96,17.91,414,525,661,529,571,608,35,20.62,1.51,76.55,13.28,69.81,12.35,215.12,278.67,351.6,,,,,,,,
"Aracoiaba",2301208,5.89,14.13,7.7,319,451,615,418,462,0.55,53,20.72,8.24,96.6,6.32,70.9,3.3,108.11,141.98,245.24,,,,,,,,
"Araçoiaba",2601052,23.33,42.98,22.12,271,429,592,397,473,544,44,25.77,11.89,98.8,4.98,69.42,1.76,94.46,152.31,236.1,,,,,,,,
"Araçoiaba da Serra",3502903,6.98,12.22,8.38,494,658,776,644,697,751,51,23.57,12.7,95.17,31.47,74.04,14.72,438.75,611.77,853.87,,,,,,,,
"Aracruz",3200607,8.81,14.94,12.1,501,638,752,638,664,717,50,20.9,10.52,82.13,21.74,64.56,11.27,423.54,497.72,695.25,,,,,,,,
"Araçu",5201603,3.03,3.66,8.33,416,567,693,541,0.58,686,26,8.97,4.3,41.53,17.44,37.9,5.02,231.86,295.28,571.55,,,,,,,,
"Araçuaí",3103405,7.41,13.1,13.53,338,516,663,491,0.56,633,27,29.33,11.28,57.16,16.23,50.69,7.89,169.47,261.03,410.67,,,,,,,,
"Aragarças",5201702,4.82,10.32,3.83,414,594,732,556,619,694,37,36.09,17.47,52.45,44.45,49.23,20.63,253.83,376.09,600.03,,,,,,,,
"Aragoiânia",5201801,6.15,7.6,6.96,0.45,562,684,553,622,683,28,21.58,5.35,58.2,14.69,54.88,8.59,249.39,384.34,560.22,,,,,,,,
"Aragominas",1701309,6.58,13.3,5.91,0.32,402,593,0.47,463,611,24,26.09,16.1,29.29,23.83,26.83,7.93,149.08,143.03,357.45,,,,,,,,
"Araguacema",1701903,7.66,12.31,10.88,0.32,477,639,502,561,587,18,21.4,7.22,19.57,8.14,18.4,2.4,181.99,263,308.94,,,,,,,,
"Araguaçu",1702000,9.48,20.01,5.94,332,542,675,542,615,642,39,23.69,5.8,20.03,11.41,20.03,5.78,232.83,368.3,435.22,,,,,,,,
"Araguaiana",5101001,7.48,19.94,10.6,381,552,687,565,0.62,671,36,42.23,21.5,73.92,32.15,53.86,14.83,269.17,378.56,519.03,,,,,,,,
"Araguaína",1702109,6.42,11.86,6.8,451,0.58,752,616,638,727,45,37.89,16.34,57.99,42.51,47.54,23.61,369.9,423.56,737.63,,,,,,,,
