Código;Espacialidades;Taxa de desocupação - 18 anos ou mais 2010;Taxa de desocupação - 18 a 24 anos 2010;Taxa de desocupação - 25 a 29 anos 2010;IDHM 1991;IDHM 2000;IDHM 2010;IDHM Renda 1991;IDHM Renda 2000;IDHM Renda 2010;% de 0 a 5 anos na escola 2010;% de 18 a 24 anos na escola 2010;% de 25 a 29 anos na escola 2010;Taxa de frequência bruta à pré-escola 2010;Taxa de frequência bruta ao superior 2010;Taxa de frequência líquida à pré-escola 2010;Taxa de frequência líquida ao superior 2010;Renda per capita 1991;Renda per capita 2000;Renda per capita 2010
4123709;Santa Isabel do Ivaí;3.74;6.85;7.26;0.483;0.647;0.72;0.554;0.63;0.697;40;14.63;1.17;59.15;20.59;51.63;10.65;251.33;403.2;610.69
1506500;Santa Isabel do Pará;9.82;17.94;12.24;0.447;0.535;0.659;0.539;0.551;0.622;36;22.73;7.53;62.08;10.73;48.41;3.82;229.04;246.02;384.17
1303601;Santa Isabel do Rio Negro;6.24;14.6;9.52;0.236;0.384;0.479;0.404;0.416;0.461;16;23.38;10.88;23.8;4.45;19.65;1.03;98.89;106.81;141.04
4123808;Santa Izabel do Oeste;3.87;8.71;5.48;0.398;0.587;0.696;0.507;0.632;0.677;37;27.99;11.88;29.61;30.32;29.61;18.21;187.54;407.3;540.49
3157708;Santa Juliana;3.09;6.31;2.03;0.46;0.623;0.706;0.636;0.675;0.726;23;22.14;8.2;39.05;14.66;36.26;9.64;418.18;534.2;735
3204500;Santa Leopoldina;3.96;6.3;5.33;0.319;0.468;0.626;0.496;0.576;0.646;28;17.64;7.9;46.19;13.45;40.11;6.52;175.29;287.99;445.57
3546900;Santa Lúcia;9.14;20.55;8.73;0.445;0.669;0.737;0.671;0.683;0.696;41;12.14;4.21;97.65;9.67;69.81;5.7;519.33;560.19;609.37
4123824;Santa Lúcia;2.42;4.78;2.41;0.364;0.574;0.687;0.504;0.619;0.688;20;22.7;7.67;35.34;18.69;35.34;10.54;183.82;377.53;578.04
2209302;Santa Luz;11.2;23.51;9.07;0.328;0.414;0.588;0.374;0.436;0.539;47;32.54;11.99;106.17;21.87;76.06;8.68;81.86;120.79;228.71
2928000;Santaluz;9.41;20.33;9.11;0.309;0.458;0.598;0.465;0.541;0.559;42;29.99;14.83;89.71;13.1;68.98;5.3;144.75;231.13;260.09
2110005;Santa Luzia;6.18;9.43;7.92;0.261;0.33;0.55;0.409;0.448;0.525;38;31.09;13.6;66.87;7.51;56.14;2.48;102.13;129.98;210.3
2513406;Santa Luzia;7.19;19.08;11.23;0.417;0.524;0.682;0.485;0.542;0.62;38;32;17.5;92.13;23.93;70.15;12.9;163.44;232.56;379.3
2928059;Santa Luzia;7.14;18.72;7.75;0.249;0.378;0.556;0.438;0.459;0.564;30;24.63;9.88;49.04;7.74;37.55;2.52;122.22;139.11;267.88
3157807;Santa Luzia;6.9;12.91;8.91;0.442;0.608;0.715;0.573;0.623;0.682;33;22.06;12.51;58.01;19.99;45.18;7.74;282.73;386.67;557.62
1100296;Santa Luzia D'Oeste;8.19;21.8;12.17;0.289;0.482;0.67;0.422;0.543;0.657;25;24.73;11.42;32.79;19;29.06;5.94;110.82;234.37;476.08
2806305;Santa Luzia do Itanhy;8.13;17.78;11.75;0.241;0.349;0.545;0.383;0.416;0.513;50;41.32;11.73;100.71;5.87;68.81;2.98;86.6;106.3;194.24
2707909;Santa Luzia do Norte;14;32.73;18.71;0.375;0.434;0.597;0.483;0.495;0.58;51;27.47;13.47;75.82;8.9;60.76;4.29;161.37;174.56;295.95
1506559;Santa Luzia do Pará;7.86;15.94;10.29;0.274;0.362;0.546;0.419;0.442;0.53;33;28.45;8.8;47.01;4.49;36.88;2.15;108.81;125.24;217.11
2110039;Santa Luzia do Paruá;6.89;13.34;6.58;0.288;0.395;0.599;0.409;0.431;0.583;45;27.12;14.96;73.78;6.96;59.26;1.33;101.83;117.15;301.39
3157906;Santa Margarida;5.81;10.33;5.33;0.324;0.488;0.61;0.53;0.642;0.635;18;14.81;3.81;35.49;9.49;34.21;4.92;216.31;434.92;416.11
4316972;Santa Margarida do Sul;1.58;4.97;;0.426;0.526;0.663;0.56;0.561;0.691;24;15.73;10.05;53.46;15.8;45.84;5.71;260.46;262.41;588.3
2409332;Santa Maria;15.81;30.59;19.4;0.237;0.408;0.59;0.379;0.485;0.554;53;22.08;8.88;75.34;9.13;59.91;3.97;84.78;164.08;251.9
4316907;Santa Maria;5.9;12.61;9.29;0.609;0.715;0.784;0.699;0.748;0.795;36;38.63;20.84;50.94;57.27;45.34;27.52;617.91;843.18;1127.25;;0.8;;1124.12;;0.8;;1130.06
2612604;Santa Maria da Boa Vista;6.67;13.09;7.3;0.313;0.468;0.59;0.512;0.53;0.564;28;35.97;16.38;57.42;14.2;56.29;5.01;193.11;216;267.86
1506583;Santa Maria das Barreiras;5.1;11.55;7.76;0.327;0.408;0.544;0.543;0.549;0.555;20;26.13;16.41;33.53;8.47;32.52;3.21;234.14;243.14;253.55
3547007;Santa Maria da Serra;6.89;13.93;8.55;0.436;0.59;0.686;0.619;0.657;0.688;41;18.35;12.17;85.68;9.98;78.33;3.79;377.03;476.28;578.55
2928109;Santa Maria da Vitória;7.07;13.43;5.25;0.322;0.449;0.614;0.479;0.515;0.592;38;30.44;14.11;68.07;12.96;59.54;3.91;157.26;196.77;318.31
3158003;Santa Maria de Itabira;7.99;17.96;5.86;0.37;0.522;0.648;0.478;0.588;0.622;46;21.31;10.53;95.95;13.95;72.56;6.05;156.25;309.94;382.99
3204559;Santa Maria de Jetibá;1.18;2.65;0.56;0.333;0.502;0.671;0.531;0.642;0.695;35;15.47;7.23;79.94;14.7;72.37;8.36;218.37;434.18;603.33
2612703;Santa Maria do Cambucá;1.89;3.43;2.95;0.277;0.379;0.548;0.401;0.456;0.571;41;28.8;9.61;62.16;9.47;48.95;3.08;97.01;136.32;279.1
4316956;Santa Maria do Herval;0.48;1.34;;0.401;0.598;0.676;0.584;0.663;0.716;55;18.32;8.27;55.25;20.88;55.25;12.27;302.15;493.95;689.47
4123857;Santa Maria do Oeste;2.76;8.17;2.58;0.282;0.475;0.609;0.401;0.512;0.6;17;24.87;8.57;15.8;12.01;15.8;6.24;97.22;193.28;334.84
1506609;Santa Maria do Pará;4.74;10.43;5.85;0.368;0.463;0.598;0.559;0.551;0.595;44;30.84;11.68;44.31;7.79;37.23;3.59;259.86;246.5;323.98
3158102;Santa Maria do Salto;7.92;18.85;8.63;0.302;0.434;0.613;0.419;0.514;0.593;47;26.07;6.03;75.22;9.65;74;4.93;108.25;195.69;321.15
3158201;Santa Maria do Suaçuí;8.38;18.32;10.17;0.335;0.497;0.64;0.557;0.557;0.629;27;21.47;12.32;50.17;16.69;48.95;7.4;255.51;255.32;401.16
1718881;Santa Maria do Tocantins;2.33;2.09;2.24;0.248;0.412;0.634;0.377;0.456;0.6;34;18.8;11.07;21.49;18.23;21.49;8.78;83.61;136.92;334.09
3304607;Santa Maria Madalena;7.32;25.16;10.27;0.417;0.573;0.668;0.53;0.627;0.672;63;31.06;7.49;65.54;20.14;50.53;9.38;216.76;395;522.66
4123907;Santa Mariana;7.19;14.31;7.6;0.452;0.601;0.7;0.6;0.629;0.684;39;32.62;10.63;54.43;34.99;39.07;19.2;335.05;399.86;564.1
3547106;Santa Mercedes;7.12;9.56;14.89;0.467;0.631;0.739;0.583;0.613;0.683;63;11.54;1.68;78.89;6.62;64.17;2.89;300.32;363.84;561.64
4123956;Santa Mônica;2.59;7.46;2.69;0.403;0.568;0.704;0.452;0.552;0.698;51;19.62;7.17;46.71;17.17;42.05;10.29;133.16;248.16;614.27
1600600;Santana;13.73;25.81;14.82;0.426;0.562;0.692;0.575;0.597;0.654;27;34.1;16.9;48.51;27.68;38.85;12.12;287.03;328.83;469.24
2928208;Santana;11.06;23.31;11.41;0.348;0.471;0.608;0.479;0.524;0.585;33;27.39;7.39;49.45;4.29;40.21;1.76;157.22;209;304.18
4317004;Santana da Boa Vista;3.05;9.04;2.68;0.388;0.553;0.633;0.483;0.587;0.63;33;29.41;5.52;55.18;18.16;47.57;9.74;161.29;308.4;404.01
3547205;Santana da Ponte Pensa;1.8;2.05;3.17;0.474;0.683;0.773;0.517;0.661;0.751;66;32.65;15.38;93.11;45.78;78.72;29.79;199.33;488.37;856.78
3158300;Santana da Vargem;3.83;7.67;5.5;0.473;0.611;0.698;0.595;0.675;0.681;37;18.96;4.58;71.52;18.62;59.62;9.34;324.63;533.26;553.7
3158409;Santana de Cataguases;6.84;13.01;18.26;0.431;0.602;0.694;0.497;0.59;0.643;40;27.38;12.5;69.71;25.61;67.97;16.09;176.14;315.24;437.81
2513505;Santana de Mangueira;5.52;13.59;11.42;0.203;0.363;0.535;0.356;0.407;0.488;27;29.71;8.9;43.39;12.01;41.95;7.38;73.5;100.43;166.28
3547304;Santana de Parnaíba;6.98;14.62;8.18;0.554;0.713;0.814;0.801;0.848;0.876;57;34.16;17.5;74.03;39.48;63.2;18.9;1167.62;1565.51;1858.69
3158508;Santana de Pirapama;1.43;3.84;1.38;0.31;0.472;0.628;0.486;0.547;0.617;23;26.37;8.96;55.51;15.63;51.62;6.72;164.92;240.33;373.14
2312007;Santana do Acaraú;8.8;14.77;12.24;0.314;0.431;0.587;0.419;0.477;0.536;50;25.24;10.44;65.44;10.42;54.89;3.63;108.78;156.15;224.83
1506708;Santana do Araguaia;16.63;30.66;14.87;0.331;0.45;0.602;0.513;0.544;0.591;31;24.34;13.35;37.53;8;29.68;1.97;194.84;236.46;316.81
2312106;Santana do Cariri;5.43;12.26;8.09;0.302;0.424;0.612;0.406;0.43;0.527;58;30.16;7.11;76;13.21;60.71;8.09;100.25;116.03;212.7
3158607;Santana do Deserto;6.94;13.72;14.51;0.445;0.559;0.651;0.528;0.594;0.66;42;15.33;3.09;78.59;8.13;53.37;5.01;213.62;321.76;484.73
3158706;Santana do Garambéu;7.02;19.37;10.63;0.382;0.526;0.667;0.502;0.552;0.648;40;28.9;5.18;68.39;24.87;66.32;16.12;182.02;247.95;452.48
2708006;Santana do Ipanema;8.65;16.41;12.15;0.349;0.425;0.591;0.442;0.508;0.579;30;31.66;19.49;49.85;16.93;40.68;6.01;125.53;188.57;293.85
4124004;Santana do Itararé;6.07;14.81;7.52;0.407;0.57;0.687;0.542;0.598;0.654;44;26.67;10.14;62.85;21.95;62.85;10.97;233.1;329.94;467.18
3158805;Santana do Jacaré;4.11;7.43;6.18;0.469;0.562;0.647;0.58;0.614;0.655;41;23.82;8.51;65.18;10.77;62.04;7.88;295.05;364.15;470.2
4317103;Sant'Ana do Livramento;6.63;18.45;8.33;0.557;0.663;0.727;0.641;0.696;0.715;37;26.4;10.25;53.13;20.91;46.12;9.19;431.03;607.21;685.04
3158904;Santana do Manhuaçu;3.93;10.41;5.4;0.336;0.509;0.621;0.498;0.577;0.622;25;16.85;8.77;43.29;14.91;41.21;7.89;177.32;290.05;383.28
2110237;Santana do Maranhão;15.96;31.94;17.2;0.192;0.267;0.51;0.349;0.362;0.445;38;41.12;11.18;80.64;6.29;57.35;2.62;70.3;76.12;127.77
2411403;Santana do Matos;8.68;17.67;12.83;0.275;0.431;0.591;0.362;0.459;0.559;50;28.2;12.24;83.76;8.63;68;4.25;76.33;139.03;258.64
2708105;Santana do Mundaú;6.99;16.51;12.07;0.266;0.356;0.519;0.417;0.463;0.513;24;31.27;12.36;27.76;13.12;20.77;4.33;107.16;142.69;194.87
3158953;Santana do Paraíso;10.39;22.61;9.48;0.377;0.56;0.685;0.513;0.577;0.663;19;16.99;2.09;30.12;12.96;26.81;4.99;194.75;289.9;495.81
2209351;Santana do Piauí;3.21;8;4.82;0.235;0.351;0.574;0.427;0.435;0.539;49;19.43;5.39;94.95;10.34;79.9;5.14;113.93;119.58;228.52
3159001;Santana do Riacho;1.99;3.32;1.58;0.294;0.496;0.665;0.495;0.589;0.641;35;17.79;11.65;72.98;14.46;70.45;4.14;174.42;313.47;432.77
2806404;Santana do São Francisco;9.43;17.1;15.23;0.289;0.419;0.59;0.419;0.445;0.544;62;39.07;19.74;64.06;11.13;48.79;3.86;108.48;127.95;236.25
2411429;Santana do Seridó;5.95;15.08;1.28;0.366;0.526;0.642;0.426;0.501;0.595;65;15.37;5.57;64.4;14.09;64.4;6.79;113.01;180.98;325.16
2513604;Santana dos Garrotes;7.51;12.51;12.74;0.297;0.448;0.594;0.332;0.453;0.568;49;28.33;12.21;79.2;11.2;59.73;5.48;63;134.08;274.26
3159100;Santana dos Montes;3.46;6.73;5.32;0.294;0.474;0.647;0.451;0.492;0.608;41;21.66;8.07;64.55;9.27;64.55;4.29;132.02;170.51;352.48
2928307;Santanópolis;6.73;17.41;7.76;0.297;0.427;0.592;0.394;0.451;0.561;41;28.49;10.84;68.77;8.59;49.07;1.26;92.82;132.28;263.19
2312205;Santa Quitéria;7.31;14.16;9.94;0.281;0.431;0.616;0.384;0.482;0.546;45;23.87;8.73;83.58;10.81;64.26;5.06;87.41;160.84;238.84
2110104;Santa Quitéria do Maranhão;6.34;14;9.48;0.283;0.383;0.555;0.398;0.441;0.49;41;30.98;15;78.84;9.33;61.83;2.94;94.95;124.5;168.77
1506807;Santarém;8.8;18.6;10.68;0.421;0.555;0.691;0.521;0.571;0.632;31;32.96;13.75;57.1;23.85;47.59;11.16;204.43;279.01;409.07;;0.63;;408.94;;0.63;;409.2
2513653;Santarém;2.27;12.02;2.11;0.24;0.425;0.622;0.308;0.439;0.553;52;21.42;13.56;36.46;25.84;36.46;5.64;54.23;123.26;249.67
1506906;Santarém Novo;5.89;17.4;7.32;0.337;0.424;0.587;0.474;0.504;0.52;28;40.01;8.27;68.27;4.1;65.22;0.67;152.59;184.51;203
2110203;Santa Rita;10.58;18.76;17.4;0.312;0.446;0.609;0.374;0.448;0.553;47;25.89;8.64;101.25;5.67;66.7;1.44;82.26;130.14;249.26
2513703;Santa Rita;11.32;24.63;14.64;0.367;0.472;0.627;0.476;0.528;0.597;40;29.55;12.03;73.78;12.86;53.95;6.11;154.93;214.11;328.16
3159209;Santa Rita de Caldas;2.71;7.55;5.48;0.427;0.599;0.69;0.569;0.653;0.693;29;21.62;5.09;32.5;26.49;29.87;16.25;275.2;466.37;597.4
2928406;Santa Rita de Cássia;6.58;12.48;9.23;0.329;0.453;0.605;0.401;0.474;0.564;40;26.86;8.52;58.09;6.79;44.11;2.6;96.94;152.85;267.32
3159407;Santa Rita de Ibitipoca;3.68;7.61;3.82;0.303;0.51;0.63;0.42;0.579;0.625;18;18.22;7.97;39.51;15.93;39.51;5.04;109.23;293.6;391.79
3159308;Santa Rita de Jacutinga;5.66;10.75;10.59;0.426;0.589;0.682;0.537;0.608;0.676;39;28.36;6.88;100.81;21.2;84.4;11.95;226.17;352.65;535.45
3159357;Santa Rita de Minas;5.77;7.59;6.06;0.328;0.483;0.613;0.48;0.587;0.627;33;14.98;8.02;44.47;12.16;41.5;5.67;158.69;309.08;395.61
5219407;Santa Rita do Araguaia;5.06;12.38;8.58;0.475;0.596;0.714;0.633;0.638;0.703;23;22.53;9.91;45.37;27.68;45.37;12.07;410.05;425.23;634.76
3547403;Santa Rita D'Oeste;2.7;7.87;;0.482;0.632;0.761;0.588;0.608;0.711;57;34.63;3.27;147.09;36.92;91.32;31.16;309.97;352.76;666.14
3159506;Santa Rita do Itueto;1.96;1.36;4.32;0.293;0.486;0.607;0.458;0.566;0.609;25;15.17;6.2;17.8;11.4;17.8;8.24;138.36;270.99;352.98
5219456;Santa Rita do Novo Destino;3.23;5.97;2.24;0.32;0.495;0.634;0.471;0.548;0.639;24;28.61;9.87;43.35;14.6;43.35;8.27;149.74;241.87;425.3
5007554;Santa Rita do Pardo;4.43;10.55;4.72;0.295;0.514;0.642;0.57;0.6;0.655;28;9.02;1.77;33.57;3.85;30.29;1.55;278.18;335.46;471.42
3547502;Santa Rita do Passa Quatro;5.72;12.21;12.17;0.581;0.721;0.775;0.669;0.765;0.764;51;32.61;16.37;88.09;31.18;84.85;16.09;514.7;935.05;930.59
3159605;Santa Rita do Sapucaí;4.37;9.75;4.24;0.507;0.654;0.721;0.633;0.699;0.727;43;41.97;18.56;67.44;43.43;56.28;23.17;411.24;621.02;738.4
1718899;Santa Rita do Tocantins;2.49;6.96;2.86;0.281;0.43;0.651;0.447;0.527;0.63;21;18.35;11.24;29.91;22.88;29.91;6.62;128.96;212.98;402.99
5107768;Santa Rita do Trivelato;7.38;12.07;6.98;0.316;0.596;0.735;0.508;0.617;0.738;39;16.95;7.66;66.32;4.61;63.8;1.16;188.93;372.15;790.41
4317202;Santa Rosa;4.15;8.81;6.58;0.555;0.685;0.769;0.64;0.696;0.752;37;31.82;15.6;50.44;37.71;43.52;19.88;429.93;608.84;863.61
3159704;Santa Rosa da Serra;1.84;1.97;2.59;0.401;0.593;0.705;0.501;0.627;0.695;39;16.13;9.24;53.5;16.87;50.49;8.56;180.5;396.61;603.01
5219506;Santa Rosa de Goiás;2.17;2.92;4;0.458;0.544;0.701;0.592;0.563;0.643;21;18.79;5.48;54.23;21.64;42.32;14.55;317.75;266.32;438.54
2806503;Santa Rosa de Lima;10.33;21.04;20.6;0.258;0.448;0.592;0.425;0.475;0.527;73;27.8;15.68;93.38;8.05;85.68;2.58;112.55;154.02;213.07
4215604;Santa Rosa de Lima;0.71;2.56;2.8;0.422;0.587;0.757;0.54;0.652;0.726;55;31.15;6.18;135.56;34.42;76.67;24.77;229.78;461.56;731.43
3547601;Santa Rosa de Viterbo;8.82;17.82;12.26;0.559;0.655;0.77;0.668;0.692;0.746;53;25.37;9.56;120.33;27.85;87.39;13.97;511.65;591.54;829.2
2209377;Santa Rosa do Piauí;7.86;14.36;12.19;0.202;0.352;0.567;0.348;0.464;0.539;41;27.36;7.34;63.22;19.14;58.4;9.54;69.61;143.5;229.29
1200435;Santa Rosa do Purus;5.3;11.2;2.25;0.167;0.277;0.517;0.378;0.359;0.519;39;39.09;36.1;38.79;17.04;33.44;0.66;84.23;74.55;201.58
4215653;Santa Rosa do Sul;1.31;3.29;2.6;0.424;0.6;0.705;0.614;0.626;0.702;38;27.48;13.23;69.34;31.91;63.59;17.5;365.83;394.58;630.29
1718907;Santa Rosa do Tocantins;7.97;13.33;13.83;0.285;0.41;0.595;0.471;0.495;0.574;24;28.45;9.95;23.84;10.35;23.84;5.43;150.15;174.4;284.63
3547650;Santa Salete;1.96;6.16;4.64;0.455;0.673;0.772;0.516;0.627;0.712;51;34.81;14.13;105.05;45.05;91.57;30.56;198.6;396.71;673.2
3204609;Santa Teresa;2.2;4.88;3.33;0.494;0.62;0.714;0.597;0.675;0.722;34;31.35;5.61;64.18;28.95;57.06;18.04;329.43;532.31;716.25
2513802;Santa Teresinha;6.41;14.91;6.3;0.251;0.42;0.627;0.333;0.458;0.586;39;29.02;9.1;55.28;12.96;55.28;8.54;63.59;137.95;306.95
2928505;Santa Teresinha;11.41;24.42;8.73;0.278;0.414;0.587;0.431;0.467;0.549;43;32.1;10.85;72.58;7.81;46.18;2.55;117.17;146.3;243.04
4317251;Santa Tereza;1.81;6.43;1.84;0.461;0.611;0.746;0.594;0.69;0.765;54;28.73;4.87;50.85;34.8;50.85;26.35;322.55;587.7;935.56
5219605;Santa Tereza de Goiás;4.62;12.13;4.83;0.428;0.587;0.665;0.555;0.624;0.635;24;25.17;4.52;43.4;10.65;36.09;8.26;252.22;389.3;416.11
4124020;Santa Tereza do Oeste;2.09;5.92;1.78;0.43;0.601;0.705;0.555;0.606;0.686;40;29.18;13.6;60.31;24.23;52.77;12.52;252.45;348.17;573.27
1719004;Santa Tereza do Tocantins;2.97;2.74;8.4;0.333;0.479;0.662;0.469;0.467;0.618;17;23.9;7.45;49.88;15.96;49.88;4.96;148.26;146.45;373.96
2612802;Santa Terezinha;17.8;32.03;24.73;0.303;0.432;0.593;0.407;0.467;0.54;40;21.54;8.94;38.33;9.92;38.33;5.42;100.92;146.02;229.83
4215679;Santa Terezinha;0.19;0.48;;0.413;0.534;0.669;0.488;0.593;0.637;42;19.79;7.03;59.96;8.73;55.65;5.17;166.56;319.84;421.9
5107776;Santa Terezinha;8.99;18.23;8.01;0.329;0.481;0.609;0.46;0.537;0.596;20;33.29;15.79;16.02;12.94;13.42;4.81;140;226.14;326.47
5219704;Santa Terezinha de Goiás;5.96;9.41;12.56;0.412;0.549;0.701;0.589;0.586;0.647;33;19.45;5.13;62.27;14.01;62.27;5.73;313.18;306.05;447.39
4124053;Santa Terezinha de Itaipu;4.82;14.08;7.34;0.501;0.638;0.738;0.623;0.676;0.716;60;34.46;15.93;89.98;39.54;73.33;22.43;387.04;536.24;688.34
4215687;Santa Terezinha do Progresso;0.82;1.9;;0.343;0.551;0.682;0.427;0.607;0.686;38;15.98;3.34;84.63;12.5;67.64;11.08;114.1;349.78;572.73
1720002;Santa Terezinha do Tocantins;9.87;26.67;6.66;0.224;0.398;0.637;0.316;0.418;0.583;30;21.17;9.53;56.02;22.78;50.9;6.92;57.06;107.94;301.14
3159803;Santa Vitória;4.21;10.14;2.77;0.456;0.565;0.71;0.573;0.652;0.718;24;22.63;10.73;44.87;26.01;43;13.84;283.29;461.96;698.7
4317301;Santa Vitória do Palmar;7.4;14.71;8.87;0.501;0.626;0.712;0.649;0.677;0.709;39;28.25;11.42;54.75;27.32;46.15;14.24;452.69;540.34;657.76
4317400;Santiago;5.44;12.65;7.64;0.559;0.696;0.766;0.616;0.693;0.746;33;32.08;11.52;55.87;36.91;47.16;20.96;370.52;597.58;828.78
4215695;Santiago do Sul;0.82;4.48;;0.434;0.584;0.728;0.537;0.568;0.731;44;22.86;18.29;87.39;34.3;79.88;18.43;225.44;274.04;756
5107263;Santo Afonso;6.92;10.79;7.15;0.34;0.53;0.689;0.572;0.574;0.655;44;25.87;13.69;48.59;28.8;48.59;12.07;280.52;284.92;472.29
2928604;Santo Amaro;13.84;28.04;20.18;0.402;0.516;0.646;0.511;0.55;0.626;48;28.99;10.27;79.99;13.89;59.21;3.21;191.82;245.91;392.75
4215703;Santo Amaro da Imperatriz;2.69;5.4;2.65;0.544;0.678;0.781;0.59;0.687;0.753;49;27.51;9.55;67.57;36.47;58.72;20.62;314.7;575.71;867.13
2806602;Santo Amaro das Brotas;28.79;53.03;29.32;0.329;0.496;0.637;0.417;0.503;0.613;44;21.89;5.3;105.38;11.75;80.14;3.38;107.01;182.96;362.46
2110278;Santo Amaro do Maranhão;5.95;15.73;1.43;0.216;0.336;0.518;0.366;0.336;0.454;50;33.37;8.58;66.73;5.05;50.54;0.57;78.07;64.55;135.04
3547700;Santo Anastácio;7.62;14.69;9.77;0.537;0.684;0.753;0.627;0.671;0.725;46;32.15;12.18;80.54;33.44;69.56;17.79;396.13;521.76;726.34
2513851;Santo André;3.48;9.01;4.31;0.319;0.449;0.6;0.388;0.543;0.568;43;36.19;14.18;38.79;4.26;33.83;1.67;89.56;234.05;273.72
3547809;Santo André;7.59;14.66;8.63;0.63;0.738;0.815;0.748;0.781;0.819;49;37.96;18.39;72.31;52.54;58.82;25.92;838.27;1029.13;1304.31;;0.82;;1323.13;;0.82;;1286.95
4317509;Santo Ângelo;4.94;13.5;5.97;0.568;0.685;0.772;0.651;0.707;0.765;48;35.74;14.87;69.41;41.74;59.01;22.22;458.26;650.63;936.27
2411502;Santo Antônio;10.24;18.13;13.76;0.356;0.483;0.62;0.467;0.526;0.595;46;23.37;15.84;57.48;12.95;49.66;5.83;146.33;211.01;323.81
3547908;Santo Antônio da Alegria;2.05;6.82;1.72;0.466;0.607;0.702;0.592;0.673;0.69;25;26.15;5.47;31.32;18.16;26.51;14.1;318.06;528.05;585.63
5219712;Santo Antônio da Barra;8.33;11.59;7.43;0.375;0.54;0.691;0.557;0.617;0.665;41;21.6;10.77;55.44;17.69;45.82;9.33;255.41;372.06;502.83
4317608;Santo Antônio da Patrulha;2.46;7.49;2.9;0.508;0.62;0.717;0.625;0.642;0.718;42;27.55;12.15;45.63;34.84;38.39;14.88;390.71;433.39;696.41
4124103;Santo Antônio da Platina;6.54;13.89;7.22;0.461;0.599;0.718;0.594;0.657;0.733;29;23.98;8.1;45.65;22.38;38.07;11.52;323.1;477.9;765.04
4317707;Santo Antônio das Missões;4.95;11.43;10.49;0.435;0.582;0.686;0.551;0.606;0.672;34;21.67;10.17;59.12;21.25;53.03;9.6;246;347.77;522.77
5219738;Santo Antônio de Goiás;7.48;16.35;8.15;0.398;0.619;0.723;0.492;0.644;0.687;34;18.05;6.57;67.74;10.13;65.63;5.16;170.59;439.87;574.63
2928703;Santo Antônio de Jesus;10.07;18.55;10.77;0.45;0.56;0.7;0.537;0.591;0.677;50;29.45;14.75;98.13;23.63;65.89;10.7;225.94;315.85;540.38
2209401;Santo Antônio de Lisboa;2.26;5.8;3.97;0.356;0.443;0.584;0.518;0.541;0.597;46;33.77;10.88;69.36;23.49;57.64;15.26;200.6;231.82;329.44
3304706;Santo Antônio de Pádua;6.65;15.51;7.72;0.493;0.611;0.718;0.589;0.657;0.709;49;26.67;9.59;97.14;23.78;70.9;12.48;313.12;475.86;657.53
